frame_idx,sim_time_s,peak_joint,peak_value
586,21.2200,fl_knee,0.1835
587,21.2530,fl_knee,0.1835
588,21.2860,fl_knee,0.1835
589,21.3190,fl_knee,0.1835
590,21.3520,fl_knee,0.1835
591,21.3850,fl_knee,0.1835
592,21.4180,fl_knee,0.1836
593,21.4510,fl_knee,0.1836
594,21.4840,fl_knee,0.1836
595,21.5170,fl_knee,0.1836
596,21.5500,fl_knee,0.1836
597,21.5830,fl_knee,0.1836
598,21.6160,fl_knee,0.1836
599,21.6490,fl_knee,0.1836
600,21.6820,fl_knee,0.1836
601,21.7150,fl_knee,0.1836
602,21.7480,fl_knee,0.1837
603,21.7810,fl_knee,0.1837
604,21.8140,fl_knee,0.1837
605,21.8470,fl_knee,0.1837
606,21.8800,fl_knee,0.1837
607,21.9130,fl_knee,0.1833
608,21.9460,fl_knee,0.1830
609,21.9790,fl_knee,0.1829
610,22.0120,fl_knee,0.1828
611,22.0450,fl_knee,0.1828
612,22.0780,fl_knee,0.1828
613,22.1110,fl_knee,0.1828
614,22.1440,fl_knee,0.1828
615,22.1770,fl_knee,0.1828
616,22.2100,fl_knee,0.1828
617,22.2430,fl_knee,0.1828
618,22.2760,fl_knee,0.1828
619,22.3090,fl_knee,0.1828
620,22.3420,fl_knee,0.1828
621,22.3750,fl_knee,0.1828
622,22.4080,fl_knee,0.1828
623,22.4410,fl_knee,0.1829
624,22.4740,fl_knee,0.1829
625,22.5070,fl_knee,0.1829
626,22.5400,fl_knee,0.1829
627,22.5730,fl_knee,0.1829
628,22.6060,fl_knee,0.1829
629,22.6390,fl_knee,0.1829
630,22.6720,fl_knee,0.1829
631,22.7050,fl_knee,0.1829
632,22.7380,fl_knee,0.1829
633,22.7710,fl_knee,0.1829
634,22.8040,fl_knee,0.1830
635,22.8370,fl_knee,0.1830
636,22.8700,fl_knee,0.1830
637,22.9030,fl_knee,0.1840
638,22.9360,fl_knee,0.1828
639,22.9690,fl_knee,0.1863
640,23.0020,fl_knee,0.1863
641,23.0350,fl_knee,0.1862
642,23.0680,fl_knee,0.1862
643,23.1010,fl_knee,0.1859
644,23.1340,fl_knee,0.1858
645,23.1670,fl_knee,0.1876
646,23.2000,fl_knee,0.1879
647,23.2330,fl_knee,0.1881
648,23.2660,fl_knee,0.1808
649,23.2990,fl_knee,0.1904
650,23.3320,fl_knee,0.1806
651,23.3650,fl_knee,0.1806
652,23.3980,fl_knee,0.1805
653,23.4310,fl_knee,0.1805
654,23.4640,fl_knee,0.1805
655,23.4970,fl_knee,0.1805
656,23.5300,fl_knee,0.1805
657,23.5630,fl_knee,0.1806
658,23.5960,fl_knee,0.1806
659,23.6290,fl_knee,0.1807
660,23.6620,fl_knee,0.1807
661,23.6950,fl_knee,0.1808
662,23.7280,fl_knee,0.1808
663,23.7610,fl_knee,0.1809
664,23.7940,fl_knee,0.1810
665,23.8270,fl_knee,0.1810
666,23.8600,fl_knee,0.1811
667,23.8930,fl_knee,0.1812
668,23.9260,fl_knee,0.1812
669,23.9590,fl_knee,0.1914
670,23.9920,fl_knee,0.1810
671,24.0250,fl_knee,0.1808
672,24.0580,fl_knee,0.1805
673,24.0910,fl_knee,0.1804
674,24.1240,fl_knee,0.1803
675,24.1570,fl_knee,0.1803
676,24.1900,fl_knee,0.1803
677,24.2230,fl_knee,0.1803
678,24.2560,fl_knee,0.1803
679,24.2890,fl_knee,0.1803
680,24.3220,fl_knee,0.1804
681,24.3550,fl_knee,0.1804
682,24.3880,fl_knee,0.1803
683,24.4210,fl_knee,0.1802
684,24.4540,fl_knee,0.1803
685,24.4870,fl_knee,0.1802
686,24.5200,fl_knee,0.1800
687,24.5530,fl_knee,0.1800
688,24.5860,fl_knee,0.1799
689,24.6190,fl_knee,0.1799
690,24.6520,fl_knee,0.1799
691,24.6850,fl_knee,0.1799
692,24.7180,fl_knee,0.1800
693,24.7510,fl_knee,0.1800
694,24.7840,fl_knee,0.1801
695,24.8170,fl_knee,0.1801
696,24.8500,fl_knee,0.1802
697,24.8830,fl_knee,0.1802
698,24.9160,fl_knee,0.1803
699,24.9490,fl_knee,0.1803
700,24.9820,fl_knee,0.1804
701,25.0150,fl_knee,0.1804
702,25.0480,fl_knee,0.1805
703,25.0810,fl_knee,0.1805
704,25.1140,fl_knee,0.1805
705,25.1470,fl_knee,0.1805
706,25.1800,fl_knee,0.1806
707,25.2130,fl_knee,0.1806
708,25.2460,fl_knee,0.1807
709,25.2790,fl_knee,0.1807
710,25.3120,fl_knee,0.1807
711,25.3450,fl_knee,0.1807
712,25.3780,fl_knee,0.1807
713,25.4110,fl_knee,0.1807
714,25.4440,fl_knee,0.1807
715,25.4770,fl_knee,0.1808
716,25.5100,fl_knee,0.1808
717,25.5430,fl_knee,0.1808
718,25.5760,fl_knee,0.1808
719,25.6090,fl_knee,0.1808
720,25.6420,fl_knee,0.1808
721,25.6750,fl_knee,0.1885
722,25.7080,fl_knee,0.1886
723,25.7410,fl_knee,0.1887
724,25.7740,fl_knee,0.1887
725,25.8070,fl_knee,0.1887
726,25.8400,fl_knee,0.1886
727,25.8730,fl_knee,0.1885
728,25.9060,fl_knee,0.1884
729,25.9390,fl_knee,0.1883
730,25.9720,fl_knee,0.1884
731,26.0050,fl_knee,0.1886
732,26.0380,fl_knee,0.1888
733,26.0710,fl_knee,0.1879
734,26.1040,fl_knee,0.1866
735,26.1370,fl_knee,0.1853
736,26.1700,fl_knee,0.1846
737,26.2030,fl_knee,0.1832
738,26.2360,fl_knee,0.1816
739,26.2690,fl_knee,0.1806
740,26.3020,fl_knee,0.1807
741,26.3350,fl_knee,0.1807
742,26.3680,fl_knee,0.1807
743,26.4010,fl_knee,0.1808
744,26.4340,fl_knee,0.1809
745,26.4670,fl_knee,0.1809
746,26.5000,fl_knee,0.1809
747,26.5330,fl_knee,0.1810
748,26.5660,fl_knee,0.1810
749,26.5990,fl_knee,0.1811
750,26.6320,fl_knee,0.1811
751,26.6650,fl_knee,0.1811
752,26.6980,fl_knee,0.1811
753,26.7310,fl_knee,0.1812
754,26.7640,fl_knee,0.1812
755,26.7970,fl_knee,0.1812
756,26.8300,fl_knee,0.1812
757,26.8630,fl_knee,0.1812
758,26.8960,fl_knee,0.1812
759,26.9290,fl_knee,0.1813
760,26.9620,fl_knee,0.1813
761,26.9950,fl_knee,0.1813
762,27.0280,fl_knee,0.1813
763,27.0610,fl_knee,0.1813
764,27.0940,fl_knee,0.1813
765,27.1270,fl_knee,0.1813
766,27.1600,fl_knee,0.1813
767,27.1930,fl_knee,0.1814
