Time_Step,Time_s,FR_hip_torque,FR_knee_torque,FR_foot_torque,BR_hip_torque,BR_knee_torque,BR_foot_torque,BL_hip_torque,BL_knee_torque,BL_foot_torque,FL_hip_torque,FL_knee_torque,FL_foot_torque
0,0.0,0.3272415896571104,0.7753383439340193,0.9647820106934268,0.21884771388076568,0.8417330245852543,1.044457503188256,0.27803306973815983,0.7776402107829223,1.0034590687768676,0.23204525770186554,0.8185589366676757,1.0102568319906318
1,0.02,0.32729857029169973,0.7755148625388332,0.964612557887785,0.2189629996083921,0.841798429167713,1.0444667864920947,0.2772954627027977,0.7776337996890847,1.0034701410008309,0.23152536329787107,0.8187404344882011,1.0100792722996341
2,0.04,0.3281670959568892,0.7756805048695324,0.9664537022439554,0.2151820273525065,0.8418645956883803,1.044470067613503,0.2786311476040647,0.7778631966394843,1.0034733053669738,0.22911852629112472,0.8190920562389076,1.0121706483407025
3,0.06,0.3331026137117127,0.7759335761350786,0.9659210493677334,0.21067927833899347,0.8421083758185972,1.0444759818943348,0.28323469638879706,0.7780943258744066,1.0034805187687603,0.23916642655628917,0.8193735726740626,1.0122602481430385
4,0.08,0.3302426158548211,0.7761538812808289,0.9663818262767895,0.20911684942262765,0.8422599318324355,1.044483067319187,0.2820133483544303,0.7782649909237699,1.0034885319600628,0.23695221885947002,0.8196545886455023,1.0127682382921794
5,0.1,0.3289524959760941,0.7763616754264329,0.9664747377240928,0.20917571934580434,0.8423663963917916,1.0444902521099968,0.2836054404376128,0.7784011896960183,1.0034964698419904,0.23780374064477963,0.8199338673720532,1.0133565676633167
6,0.12,0.3284531264125151,0.7765978133353733,0.9664171639863554,0.2092328427718698,0.8424121030745024,1.0444974769833177,0.28510214824053265,0.7784459434507857,1.003504467231706,0.2393078548505324,0.8202093481600744,1.0138195792636853
7,0.14,0.3288678551189963,0.7766219113035371,0.9664929097775479,0.20927071867395133,0.8421613999559503,1.0445076838325797,0.28458865608747724,0.7783605218262799,1.0035108510574728,0.2393617153936891,0.8204399206671135,1.0145430968654645
8,0.16,0.32977627127485787,0.7766901247784288,0.9665039444149138,0.20929609656886933,0.8420690102226551,1.0445139714456593,0.282947510072409,0.778368204393681,1.003512775724255,0.23943886873884304,0.8206528658122133,1.0146765075102846
9,0.18,0.3293105290170185,0.7767904840522372,0.9665135486377819,0.20932334433559802,0.8420721927603241,1.0445198398119881,0.28312682030800407,0.7784430037860054,1.0035156347968937,0.23951555686223497,0.8208690981193244,1.015048410892287
