Time_Step,Time_s,FR_hip_torque,FR_knee_torque,FR_foot_torque,BR_hip_torque,BR_knee_torque,BR_foot_torque,BL_hip_torque,BL_knee_torque,BL_foot_torque,FL_hip_torque,FL_knee_torque,FL_foot_torque
0,0.0,0.2602506035128132,0.6715978026154007,0.8113121934537638,0.14481505270985154,0.7145601315142253,0.805096472908209,0.23112901867749808,0.6643957368724159,0.8155491924007569,0.15765225142785674,0.7307880625789095,0.8164304076849813
1,0.02,0.2604236449128998,0.6716295558777825,0.8115059619427044,0.14494026396412363,0.7147085624007009,0.8051049869944422,0.23112316079959302,0.6643046362447796,0.8155561377436963,0.15741800816874157,0.7309231860320942,0.8164278455713103
2,0.04,0.26055091416832277,0.6716337098207974,0.811682427621333,0.14504619885719222,0.7148613023040904,0.8051144241174039,0.23112149781275995,0.6641962989576268,0.8155642494865348,0.15716605222137134,0.7310624843224758,0.8164247303914796
3,0.06,0.2606480240666682,0.6716295373618597,0.8118720761567343,0.14517686225636525,0.715021219312153,0.8051239110023806,0.23112594284752952,0.6640715885480464,0.8155713862278433,0.15685690769853894,0.7312094712695624,0.8164226385618423
4,0.08,0.2607376215289499,0.6716405551696427,0.81198628984823,0.14530789173189726,0.7151832331322553,0.8051331031459633,0.23113763451144545,0.6640429561015628,0.8155767056556164,0.15665890902843135,0.7313552303901971,0.8164222621736714
5,0.1,0.26082998462418494,0.6717264564455001,0.8121130968514054,0.14541102967382089,0.7152734991710047,0.8051431104696093,0.2311724588830538,0.6640579421221217,0.815577715063395,0.15655380409254252,0.7314253121288526,0.8164209489854455
6,0.12,0.26084963750327994,0.6718046756555213,0.8122869539110007,0.1455151012641377,0.7153084492625358,0.8051482888696906,0.23120381865413225,0.6640028705652918,0.8155758534953819,0.15633208287556832,0.7314779525820698,0.8164205640424044
7,0.14,0.2609266653636973,0.6718557667538603,0.8124124187990581,0.14562760702307279,0.7153494090416971,0.8051504901713155,0.23122588950969694,0.6639686266723218,0.8155725379037039,0.15618343527420278,0.7315276254617429,0.8164204859944213
8,0.16,0.26102022912878314,0.6718996976586659,0.8125123012004689,0.1457426518835717,0.715407745991579,0.8051526288784824,0.23124569850513607,0.6639587410742012,0.8155684009557335,0.15606985028897363,0.7315813046808002,0.8164197914033053
9,0.18,0.2611136639177245,0.6719507361465078,0.8126135152020603,0.14585543489337516,0.7154760733531275,0.805155541639944,0.23126797571679322,0.6639587962874753,0.8155639332255369,0.15596059514954036,0.7316423084261928,0.8164185896216474
10,0.2,0.26120144122745276,0.6720098954506456,0.8127240872486186,0.14596555493123606,0.7155476172264111,0.8051588932009238,0.2312929611422738,0.6639599763779581,0.8155595218493745,0.15584330945501595,0.7317089679772228,0.8164173742362011
11,0.22,0.2612863581330458,0.6720720296032153,0.8128399035775554,0.14607468885369776,0.7156191137062875,0.805162247455223,0.2313189214750732,0.6639597181025517,0.8155553513794856,0.1557207531297655,0.731777818297845,0.8164164403518933
