Time_Step,Time_s,FR_hip_command,FR_hip_state,FR_knee_command,FR_knee_state,FR_foot_command,FR_foot_state,BR_hip_command,BR_hip_state,BR_knee_command,BR_knee_state,BR_foot_command,BR_foot_state,BL_hip_command,BL_hip_state,BL_knee_command,BL_knee_state,BL_foot_command,BL_foot_state,FL_hip_command,FL_hip_state,FL_knee_command,FL_knee_state,FL_foot_command,FL_foot_state
13,1.4,-12.159595728526515,-17.475800412007544,30.385445910816152,34.9054300743582,64.09731896322953,60.99211998287683,14.420773127510978,19.587153597030376,30.782180240859578,30.853547581202186,66.20534992257404,69.38498286689709,-24.558203441583448,-24.157769738393103,-31.637137343341738,-33.505702055907825,-72.73351727914493,-77.39961903419389,28.30075576600637,35.64433181807424,-53.52162505473764,-46.83571411812728,-87.60991751917459,-74.83751815765642
14,1.5,-14.420773127510978,-12.065936660429395,30.782180240859578,34.93122018442689,66.20534992257404,66.9659855785033,12.159595728526515,14.04153738944936,30.385445910816152,29.069952177499403,64.09731896322957,68.00456263112518,-21.864302742664176,-24.741421419598243,-31.512853632058512,-35.69379321142904,-71.38298164287927,-75.23483805003158,18.434948822922006,26.44233122094411,-52.12927512660551,-51.75631994300295,-82.245347928628,-89.40316583408872
15,1.6,-16.792509120984707,-17.096945172141805,31.095640295429217,35.173953729043575,68.12058960225293,68.95233700411656,10.007979801441346,11.056229942183874,29.895677214181863,28.38253409248859,61.792656183251545,66.11996508111386,-19.274387356634314,-20.8194769982427,-31.33579894564477,-35.606641505176015,-69.84580756625935,-72.75596902061365,10.007979801441346,14.874463439869931,-29.895677214181838,-47.49614769585109,-61.792656183251516,-83.96182006558537
16,1.7,-19.274387356634314,-16.762714200835248,31.33579894564477,32.92271865001717,69.84580756625935,69.44967498441842,10.007979801441346,10.31341480657988,29.895677214181863,31.538409462547296,61.792656183251545,65.86667349223309,-16.792509120984707,-18.804993595946893,-31.095640295429217,-32.1053873728119,-68.12058960225296,-70.34285513482791,10.007979801441346,12.162878966314027,-29.895677214181838,-31.88596303001843,-61.792656183251516,-65.42959971742879
17,1.8,-21.864302742664176,-18.445991634934526,31.512853632058484,33.74381083998695,71.38298164287926,71.0998984989804,18.434948822922006,10.319890967503236,52.129275126605485,35.09362135307198,82.245347928628,65.59169322895683,-14.420773127510978,-16.957411444244713,-30.782180240859578,-32.013437584753696,-66.20534992257402,-69.87254762511476,12.159595728526515,12.51351954478799,-30.385445910816152,-31.52067690032296,-64.09731896322955,-65.49539815758854
18,1.9,-24.55820344158342,-23.899084740338232,31.637137343341763,36.21073841419585,72.7335172791449,74.9830312544961,28.30075576600637,19.92834405893706,53.52162505473767,51.047485353586595,87.60991751917456,85.56925871980289,-12.159595728526515,-15.000324494579509,-30.38544591081618,-35.530927944319345,-64.09731896322957,-67.2724562548059,14.420773127510978,13.347877765072282,-30.782180240859578,-29.233653644287873,-66.20534992257402,-66.6148596047083
19,2.0,-27.349875780069883,-25.64333269711479,31.71893315908164,35.59446679364239,73.89841657493318,76.55442326498569,39.289406862500364,31.317846994799496,31.808256212764075,51.949054421793015,76.71358979582982,81.78057747329183,-10.007979801441346,-12.083335144542371,-29.895677214181838,-34.81890249172972,-61.792656183251516,-65.13127532244805,16.792509120984707,15.991732348180841,-31.095640295429217,-30.016984925550315,-68.12058960225296,-69.83370334080976
20,2.1,-30.23080146970835,-25.89148726952692,31.768202504636474,33.11897279351878,74.8784037270811,76.63056396857306,39.289406862500364,37.87543268276131,31.808256212764075,34.382467494202906,76.71358979582982,78.2168274905753,-10.007979801441346,-10.82424401782128,-29.895677214181838,-32.33464435484519,-61.792656183251516,-62.35251601366127,19.274387356634314,17.648308372153032,-31.33579894564477,-32.52863830480957,-69.84580756625935,-71.48345211349145
21,2.2,-33.190117042971735,-28.23317845257001,31.79424539913732,31.466620340165885,75.67401264797442,77.95488404914123,36.214701282115406,37.2200803118121,31.80531995136064,34.5601659433597,76.2856427651633,78.08267233461368,-18.434948822922006,-13.110357139632146,-52.129275126605485,-35.39124810902292,-82.24534792862798,-65.53458988975106,21.864302742664176,18.600693044645908,-31.512853632058512,-33.02558015649833,-71.38298164287927,-72.30987207769309
22,2.3,-36.21470128211538,-33.85974228080131,31.80531995136064,29.997179355188248,76.2856427651633,78.75333010422686,33.190117042971735,37.02809932380057,31.79424539913732,36.33435534820701,75.67401264797442,78.83451263024001,-28.30075576600637,-23.906328701228052,-53.52162505473767,-50.40483509224527,-87.60991751917459,-87.12359128645441,24.55820344158342,22.926987389313226,-31.637137343341738,-35.569248103659184,-72.73351727914493,-74.11129604467794
23,2.4,-39.289406862500364,-37.69494591090943,31.808256212764075,30.707220887964194,76.71358979582982,79.31885281410463,30.230801469708375,32.80060666196772,31.768202504636474,35.583495038417304,74.8784037270811,77.31613349780335,-39.289406862500364,-27.504729730904277,-31.808256212764075,-48.265667459809436,-76.71358979582979,-89.52037924270061,27.349875780069883,22.886049352221104,-31.718933159081615,-34.53551956621534,-73.89841657493315,-76.19842670377338
24,2.5,-39.289406862500364,-41.29912168202608,31.808256212764075,32.06038444852569,76.71358979582982,81.72479977125448,27.349875780069883,30.21727119056335,31.71893315908164,33.04448114668999,73.89841657493318,76.19307864220819,-39.289406862500364,-37.96150036971851,-31.808256212764075,-33.843351849722616,-76.71358979582979,-77.8141345703613,30.23080146970835,27.247671206315957,-31.76820250463645,-33.15613954354389,-74.87840372708108,-76.88457568375453
25,2.6,-28.30075576600637,-38.2101247765433,53.52162505473762,32.57692271701847,87.60991751917456,84.81437368745362,24.558203441583448,30.132243344772842,31.637137343341763,33.48522280033693,72.7335172791449,75.20819538119298,-36.214701282115406,-37.227354575434724,-31.80531995136064,-33.09705814247976,-76.2856427651633,-78.6039730134459,33.190117042971735,28.179266321990138,-31.79424539913732,-32.7756396180294,-75.67401264797442,-77.8481838276998
26,2.7,-18.434948822922006,-27.627235956333664,52.129275126605485,51.29467843421854,82.245347928628,86.57519102137971,21.864302742664176,23.686701027203057,31.512853632058484,34.805418631147376,71.38298164287926,74.67190267292017,-33.190117042971735,-36.59932119570852,-31.79424539913732,-30.15822482140598,-75.67401264797442,-78.74629380400154,36.21470128211538,36.90929765693259,-31.80531995136064,-34.97316441495831,-76.2856427651633,-79.82931842209501
27,2.8,-10.007979801441346,-13.349122409167867,29.895677214181863,51.103277561189635,61.792656183251545,86.25672977121263,19.274387356634314,20.748221658170653,31.33579894564477,32.71961724730786,69.84580756625935,73.66814027301125,-30.230801469708375,-33.94790775854542,-31.768202504636474,-30.551604792853674,-74.8784037270811,-78.54134396618927,39.289406862500364,38.422860291923136,-31.808256212764075,-34.69730203795112,-76.71358979582979,-78.95023633619527
28,2.9,-10.007979801441346,-11.935491699539128,29.895677214181863,31.665212885933254,61.792656183251545,65.60526551955392,16.792509120984707,20.27813650666174,31.095640295429217,32.0126621952329,68.12058960225293,71.19273264957077,-27.349875780069883,-30.93867262809921,-31.718933159081615,-32.17526849351878,-73.89841657493315,-79.71983251558764,39.289406862500364,39.91306313686184,-31.808256212764075,-32.45203155521999,-76.71358979582979,-78.76166459335342
29,3.0,-12.159595728526515,-12.168237723025065,30.385445910816152,31.95710880792655,64.09731896322953,65.82737510495987,14.420773127510978,17.27377569172926,30.782180240859578,30.603914049826663,66.20534992257404,70.43924420546843,-24.558203441583448,-28.80880356408236,-31.637137343341738,-32.63124535656558,-72.73351727914493,-78.21980191795447,28.30075576600637,37.84226515230873,-53.52162505473764,-34.00847771609195,-87.60991751917459,-79.72571647807366
30,3.1,-14.420773127510978,-14.998849083836037,30.782180240859578,33.54195087273913,66.20534992257404,69.24960982334525,12.159595728526515,14.313527160471631,30.385445910816152,29.027382484966,64.09731896322957,67.93763223132791,-21.864302742664176,-24.728780386606186,-31.512853632058512,-34.29536273225418,-71.38298164287927,-77.07989861950182,18.434948822922006,26.869151954450427,-52.12927512660551,-51.72780958202853,-82.245347928628,-89.12340610122007
31,3.2,-16.792509120984707,-16.501098010227953,31.095640295429217,33.74749947231216,68.12058960225293,71.69398958075747,10.007979801441346,11.28859952379361,29.895677214181863,28.453271275828953,61.792656183251545,65.93282561480216,-19.274387356634314,-22.379954426736678,-31.33579894564477,-33.775924070429596,-69.84580756625935,-75.2760037619699,10.007979801441346,18.39311156202976,-29.895677214181838,-50.603574562644745,-61.792656183251516,-84.20291525966356
32,3.3,-19.274387356634314,-18.062144564973853,31.33579894564477,32.18891088202823,69.84580756625935,71.67761373071414,10.007979801441346,10.09798612403344,29.895677214181863,30.780075598925077,61.792656183251545,65.275534740966,-16.792509120984707,-18.851707694143034,-31.095640295429217,-31.716091771443086,-68.12058960225296,-73.32995014547797,10.007979801441346,11.396794470685288,-29.895677214181838,-31.066848204384033,-61.792656183251516,-65.47385921064523
33,3.4,-21.864302742664176,-19.29196930723702,31.512853632058484,33.6711489784022,71.38298164287926,73.64514496523266,18.434948822922006,9.539901075390349,52.129275126605485,30.89050616646293,82.245347928628,70.31437444458678,-14.420773127510978,-16.948115213974663,-30.782180240859578,-31.65306459081415,-66.20534992257402,-71.8563125093707,12.159595728526515,11.862985519248436,-30.385445910816152,-28.999129118975105,-64.09731896322955,-65.61460347817193
34,3.5,-24.55820344158342,-24.162684292695673,31.637137343341763,34.56804989624884,72.7335172791449,77.34765956337527,28.30075576600637,20.367141938118433,53.52162505473767,51.028997986949236,87.60991751917456,85.03868967827381,-12.159595728526515,-15.573066249888178,-30.38544591081618,-33.67225152810371,-64.09731896322957,-68.6530771616197,14.420773127510978,13.105900413757036,-30.782180240859578,-29.365640323558864,-66.20534992257402,-67.05617189099594
35,3.6,-27.349875780069883,-25.8042009962634,31.71893315908164,34.182566097218995,73.89841657493318,78.1861110035544,39.289406862500364,34.39722188096226,31.808256212764075,51.901924672450065,76.71358979582982,89.03729413809499,-10.007979801441346,-12.901771711217886,-29.895677214181838,-33.59516655946778,-61.792656183251516,-66.74641578486882,16.792509120984707,15.032491788821051,-31.095640295429217,-30.04596920625709,-68.12058960225296,-69.37526259487858
36,3.7,-30.23080146970835,-27.382223624994282,31.768202504636474,32.71323217999468,74.8784037270811,78.21678288530111,39.289406862500364,38.52050260157995,31.808256212764075,33.458568613437414,76.71358979582982,78.59071146110476,-10.007979801441346,-10.964315999144555,-29.895677214181838,-31.619258449169582,-61.792656183251516,-64.01279242071278,19.274387356634314,18.65023257561238,-31.33579894564477,-31.80710094758538,-69.84580756625935,-71.3460932862734
37,3.8,-33.190117042971735,-29.744304230470178,31.79424539913732,31.147710551919783,75.67401264797442,78.69959735530806,36.214701282115406,37.18388095991257,31.80531995136064,33.51115709707113,76.2856427651633,78.67200503035065,-18.434948822922006,-10.074515282820117,-52.129275126605485,-32.892831149101674,-82.24534792862798,-65.67993076811094,21.864302742664176,19.373210212700375,-31.512853632058512,-32.86651123353551,-71.38298164287927,-72.59113673928881
38,3.9,-36.21470128211538,-33.77722681954787,31.80531995136064,29.95637530708248,76.2856427651633,78.86028642021759,33.190117042971735,37.201118438620654,31.79424539913732,35.91572535714155,75.67401264797442,79.0233438374461,-28.30075576600637,-24.341293972243612,-53.52162505473767,-51.40289022506436,-87.60991751917459,-84.31147257647841,24.55820344158342,23.653792650069615,-31.637137343341738,-35.572696062889506,-72.73351727914493,-74.57523344416394
39,4.001,-39.289406862500364,-37.248273597904586,31.808256212764075,30.4808785600403,76.71358979582982,78.98848104744447,30.230801469708375,33.370823575971,31.768202504636474,35.09248524067554,74.8784037270811,78.3436539686809,-39.289406862500364,-36.74149128846029,-31.808256212764075,-46.84523110491484,-76.71358979582979,-83.0434344100625,27.349875780069883,23.07974417689623,-31.718933159081615,-34.35445934727596,-73.89841657493315,-75.8663710322483
40,4.1,-39.289406862500364,-41.567821227359275,31.808256212764075,31.893158113105105,76.71358979582982,81.87062821831597,27.349875780069883,31.069750306061323,31.71893315908164,32.586909461939655,73.89841657493318,77.33067414105608,-39.289406862500364,-38.21691625067878,-31.808256212764075,-33.35672701133194,-76.71358979582979,-78.22095776010396,30.23080146970835,28.266352861668466,-31.76820250463645,-32.857116538102666,-74.87840372708108,-77.32907765232153
41,4.2,-28.30075576600637,-41.94119454886575,53.52162505473762,33.88041967547706,87.60991751917456,86.23936189278943,24.558203441583448,30.209829303565275,31.637137343341763,33.09127352751657,72.7335172791449,75.76414877639523,-36.214701282115406,-37.71636712371942,-31.80531995136064,-33.18298351573765,-76.2856427651633,-78.91492720874642,33.190117042971735,28.54701146270466,-31.79424539913732,-32.68162347741207,-75.67401264797442,-77.75642035803598
42,4.3,-18.434948822922006,-27.611457672587868,52.129275126605485,51.70873262844345,82.245347928628,86.2982951311364,21.864302742664176,23.682779219406033,31.512853632058484,34.48451318719536,71.38298164287926,75.41238350252371,-33.190117042971735,-36.61212420249044,-31.79424539913732,-30.094052775174625,-75.67401264797442,-78.59952067008183,36.21470128211538,34.763935540424264,-31.80531995136064,-34.80008983754258,-76.2856427651633,-79.7052234292676
43,4.4,-10.007979801441346,-14.183864351048674,29.895677214181863,51.93578864094336,61.792656183251545,81.44903474554624,19.274387356634314,21.22076755374193,31.33579894564477,32.61223845396885,69.84580756625935,73.45446931389893,-30.230801469708375,-33.32823642112352,-31.768202504636474,-30.91780818023632,-74.8784037270811,-78.14154274921741,39.289406862500364,38.15809044226984,-31.808256212764075,-34.65169646052388,-76.71358979582979,-79.22329519538226
44,4.5,-10.007979801441346,-11.887458522320314,29.895677214181863,31.075896026180846,61.792656183251545,65.44646721275343,16.792509120984707,20.383288371152943,31.095640295429217,31.997387967347933,68.12058960225293,71.83352232752823,-27.349875780069883,-30.92317813536145,-31.718933159081615,-31.978782099572793,-73.89841657493315,-79.84507800664596,39.289406862500364,39.31171712488795,-31.808256212764075,-32.35791818202086,-76.71358979582979,-78.87339393903068
45,4.6,-12.159595728526515,-12.073572361071479,30.385445910816152,31.386778135218236,64.09731896322953,65.95889590826867,14.420773127510978,17.22850302563631,30.782180240859578,30.424477457978387,66.20534992257404,70.62044515386313,-24.558203441583448,-29.485608595682272,-31.637137343341738,-32.09912780760481,-72.73351727914493,-77.9221988685251,28.30075576600637,40.59509782124027,-53.52162505473764,-34.81874938802196,-87.60991751917459,-81.96879825338452
46,4.7,-14.420773127510978,-15.428518370802344,30.782180240859578,33.34223237147526,66.20534992257404,69.10736604036131,12.159595728526515,14.377324481861661,30.385445910816152,28.894100885807422,64.09731896322957,67.7640399565839,-21.864302742664176,-24.676485980161175,-31.512853632058512,-33.7540004728277,-71.38298164287927,-77.58192254763124,18.434948822922006,22.529507363644807,-52.12927512660551,-51.69243057173197,-82.245347928628,-89.41531462888872
47,4.8,-16.792509120984707,-15.822749339594758,31.095640295429217,33.64205904967274,68.12058960225293,71.45845348961991,10.007979801441346,11.465122090156381,29.895677214181863,28.44694598804662,61.792656183251545,66.14288088411679,-19.274387356634314,-22.213842291948147,-31.33579894564477,-33.65816179215918,-69.84580756625935,-75.4472662818087,10.007979801441346,17.90679648803654,-29.895677214181838,-45.93251645056365,-61.792656183251516,-84.08941066145431
48,4.9,-19.274387356634314,-18.32592199746605,31.33579894564477,32.236215744825955,69.84580756625935,71.75426967946967,10.007979801441346,10.132550012514645,29.895677214181863,30.278423017799202,61.792656183251545,65.06542865167607,-16.792509120984707,-19.538970168650504,-31.095640295429217,-31.3463264330222,-68.12058960225296,-73.1697272444497,10.007979801441346,11.386873471783794,-29.895677214181838,-31.187719923489293,-61.792656183251516,-65.34586879656392
49,5.0,-21.864302742664176,-19.288452453594708,31.512853632058484,33.38769950500877,71.38298164287926,72.88675271554655,18.434948822922006,9.996786792197584,52.129275126605485,36.63815769285296,82.245347928628,67.17665956183285,-14.420773127510978,-17.458364245414643,-30.782180240859578,-31.38089607083337,-66.20534992257402,-71.98504091518221,12.159595728526515,12.191682200348172,-30.385445910816152,-30.14477916613589,-64.09731896322955,-65.15162187299755
50,5.1,-24.55820344158342,-24.13010807197203,31.637137343341763,34.60262566181518,72.7335172791449,76.7471232421635,28.30075576600637,19.638047318754058,53.52162505473767,50.47059476401722,87.60991751917456,84.51673566073408,-12.159595728526515,-14.626039679997206,-30.38544591081618,-34.01569566926499,-64.09731896322957,-69.42719439287194,14.420773127510978,13.931160436559333,-30.782180240859578,-29.271595855507055,-66.20534992257402,-67.29095865261401
51,5.2,-27.349875780069883,-26.103186840078777,31.71893315908164,34.122673743634536,73.89841657493318,78.05906334856722,39.289406862500364,29.015168062029314,31.808256212764075,50.181080719524935,76.71358979582982,88.64453113685626,-10.007979801441346,-11.189159433698052,-29.895677214181838,-33.584763271208956,-61.792656183251516,-66.67058767454279,16.792509120984707,15.514758322462443,-31.095640295429217,-30.115319364775345,-68.12058960225296,-69.02724716570621
52,5.3,-30.23080146970835,-27.747401611773917,31.768202504636474,32.70763961802811,74.8784037270811,78.09812196060416,39.289406862500364,38.31956975193692,31.808256212764075,33.38579246034884,76.71358979582982,78.44457905039172,-10.007979801441346,-11.007866772741105,-29.895677214181838,-31.56897964227416,-61.792656183251516,-63.926258477704344,19.274387356634314,17.592377263265853,-31.33579894564477,-32.29967872260164,-69.84580756625935,-71.4653640856829
53,5.4,-33.190117042971735,-29.486722783434693,31.79424539913732,32.32545541165691,75.67401264797442,78.32577725119289,36.214701282115406,37.40458259161129,31.80531995136064,33.23859493119389,76.2856427651633,78.59133263765605,-18.434948822922006,-14.9717547578146,-52.129275126605485,-31.818147902065554,-82.24534792862798,-67.66583962907002,21.864302742664176,18.87260712038043,-31.512853632058512,-32.76971870365379,-71.38298164287927,-72.76761093312106
54,5.5,-36.21470128211538,-33.88335495347121,31.80531995136064,30.005910589600365,76.2856427651633,78.34405312011744,33.190117042971735,36.40675326495248,31.79424539913732,35.88197422332442,75.67401264797442,79.08299701017017,-28.30075576600637,-25.935052976318524,-53.52162505473767,-51.33453697135771,-87.60991751917459,-85.17185990388263,24.55820344158342,23.666113538738678,-31.637137343341738,-35.43616328147021,-72.73351727914493,-74.50208889017782
55,5.6,-39.289406862500364,-37.95115852982514,31.808256212764075,30.671438174167893,76.71358979582982,79.06979050514981,30.230801469708375,33.07968442823217,31.768202504636474,34.26587134410061,74.8784037270811,77.92475800558677,-39.289406862500364,-31.230197698754587,-31.808256212764075,-52.83119484219585,-76.71358979582979,-88.71600226177229,27.349875780069883,23.403952988821178,-31.718933159081615,-34.207023769048774,-73.89841657493315,-75.7642745267052
56,5.7,-39.289406862500364,-40.96225853168483,31.808256212764075,31.854719180172765,76.71358979582982,81.67093894569065,27.349875780069883,31.203261264614,31.71893315908164,32.590602973003215,73.89841657493318,76.99116703426928,-39.289406862500364,-37.97103345830531,-31.808256212764075,-33.455481981323025,-76.71358979582979,-77.87682870616032,30.23080146970835,27.353121389482812,-31.76820250463645,-32.85212484886021,-74.87840372708108,-76.89343169415226
57,5.8,-28.30075576600637,-38.2383018877868,53.52162505473762,34.76342883142882,87.60991751917456,81.74379197797674,24.558203441583448,30.22848371541321,31.637137343341763,33.222138928289134,72.7335172791449,75.8572421729814,-36.214701282115406,-37.33271789615853,-31.80531995136064,-32.64942271899855,-76.2856427651633,-78.61126979514276,33.190117042971735,28.21501232031114,-31.79424539913732,-32.51308193116714,-75.67401264797442,-77.70958823110195
58,5.9,-18.434948822922006,-28.081468258527174,52.129275126605485,51.08367716262556,82.245347928628,88.10010365178468,21.864302742664176,23.718281312500288,31.512853632058484,34.49859193035429,71.38298164287926,75.02373334173454,-33.190117042971735,-36.597606491007326,-31.79424539913732,-30.079889685135967,-75.67401264797442,-78.48532818586172,36.21470128211538,35.185339900571385,-31.80531995136064,-34.84065072107048,-76.2856427651633,-79.75314800336129
59,6.0,-10.007979801441346,-19.128302612994585,29.895677214181863,51.95046643276795,61.792656183251545,82.38949192367348,19.274387356634314,21.248744238491447,31.33579894564477,33.03427676397287,69.84580756625935,73.9731791720263,-30.230801469708375,-32.71530932731594,-31.768202504636474,-30.906835382316515,-74.8784037270811,-78.06791409776625,39.289406862500364,38.24637265699447,-31.808256212764075,-33.027690868734624,-76.71358979582979,-78.93193251227694
60,6.1,-10.007979801441346,-11.866924186799652,29.895677214181863,31.236750499818363,61.792656183251545,65.34150213478586,16.792509120984707,19.119615556486135,31.095640295429217,31.894983993375625,68.12058960225293,71.36663471569977,-27.349875780069883,-30.66201716789563,-31.718933159081615,-32.06446594732813,-73.89841657493315,-79.82972882291907,39.289406862500364,40.03347626408692,-31.808256212764075,-32.30789499155387,-76.71358979582979,-78.67901241418855
61,6.2,-12.159595728526515,-11.809232461664777,30.385445910816152,31.351626376309262,64.09731896322953,65.74582394673145,14.420773127510978,15.307365337200864,30.782180240859578,30.584266250802575,66.20534992257404,70.6161895932661,-24.558203441583448,-29.524773067671035,-31.637137343341738,-32.29921576271479,-72.73351727914493,-78.0089266594429,28.30075576600637,36.759330443655486,-53.52162505473764,-33.91726636197692,-87.60991751917459,-79.11522865711274
62,6.3,-14.420773127510978,-13.731650814414387,30.782180240859578,33.47648090463119,66.20534992257404,68.89597019119056,12.159595728526515,14.053856202266411,30.385445910816152,28.822002467104927,64.09731896322957,67.86411785565393,-21.864302742664176,-24.619711751026486,-31.512853632058512,-33.7720047004805,-71.38298164287927,-77.05196012415729,18.434948822922006,25.209909771143217,-52.12927512660551,-50.94482172313527,-82.245347928628,-88.94948114336974
63,6.4,-16.792509120984707,-15.961027716907752,31.095640295429217,33.632798199088136,68.12058960225293,71.5449379218143,10.007979801441346,11.53904093100351,29.895677214181863,28.418205783625186,61.792656183251545,66.49020554829686,-19.274387356634314,-22.382889027937146,-31.33579894564477,-33.77535402310524,-69.84580756625935,-75.07109262415197,10.007979801441346,17.88849333891479,-29.895677214181838,-42.60247015931813,-61.792656183251516,-83.10366527597701
