Time_Step,Time_s,FR_hip_effort,FR_knee_effort,FR_foot_effort,BR_hip_effort,BR_knee_effort,BR_foot_effort,BL_hip_effort,BL_knee_effort,BL_foot_effort,FL_hip_effort,FL_knee_effort,FL_foot_effort
0,0.0,0.01538388667444536,-0.016692570931891238,-0.04271330013546824,0.006686065284513876,-0.04116831085179937,-0.17108502420992844,0.12723768965913543,0.06560312022522376,0.1984990295738543,-0.19298640146705784,0.16294971081191625,0.15429854551300984
1,0.02,0.015368703893008137,-0.016691750314608657,-0.04276086045935239,0.006705322284450803,-0.04117213556996327,-0.1711227017901864,0.12725759624705174,0.06560249146636951,0.19856956639034828,-0.19301002296362438,0.16295515865680202,0.15435323621398517
2,0.04,0.015354279339689435,-0.016690970728176806,-0.04280604257751229,0.006724578454416971,-0.04117595995870616,-0.1711584954914414,0.12727750291672363,0.06560186270749828,0.19864010320680733,-0.1930324633853594,0.1629603341094274,0.1544051912591285
3,0.06,0.015338336084647589,-0.016690109079986963,-0.04285598032705033,0.006743834125085106,-0.04117978461921812,-0.17119805695069845,0.12729740937388875,0.06560123394862004,0.1987106400232759,-0.19305726595675135,0.16296605434654532,0.15446261462245195
4,0.08,0.015323151362752148,-0.01668928846265894,-0.04290353979766437,0.006763089124058541,-0.04118360923699636,-0.1712357345309503,0.1273173157744218,0.06560060518971149,0.19878117683970511,-0.19308088745331473,0.16297150219140277,0.15451730260719967
5,0.1,0.015307965649112437,-0.016688467845303912,-0.04295109906389226,0.00678234327728066,-0.04118743349393167,-0.17127341211118052,0.12733722227371364,0.06559997643078654,0.19885171365614826,-0.19310450894987308,0.16297695003626578,0.15457198937643504
6,0.12,0.015292779601501133,-0.016687647227944635,-0.04299865797088706,0.006801596925444214,-0.041191258012540685,-0.17131108969141573,0.12735712856793616,0.06559934767185399,0.1989222504725487,-0.1931281304464335,0.16298239788111213,0.15462667552398968
7,0.14,0.015277592082615463,-0.016686826610559452,-0.0430462167814053,0.006820849480306618,-0.04119508170905161,-0.1713487672716537,0.1273770351935679,0.06559871891289162,0.19899278728894307,-0.19315175194299047,0.16298784572596348,0.15468136003100372
8,0.16,0.015262405169871249,-0.016686005993168898,-0.04309377501701947,0.006840102015133305,-0.04119890656801549,-0.17138644485185006,0.1273969411648225,0.06559809015391285,0.1990633241053369,-0.19317537343954813,0.16299329357079856,0.15473604475485306
9,0.18,0.015247217080498185,-0.016685185375764088,-0.04314133308633246,0.00685935360920429,-0.04120273088345049,-0.1714241224320714,0.12741684733197114,0.06559746139492591,0.19913386092170138,-0.1931989949361058,0.16299874141563825,0.15479072810454358
10,0.2,0.015232027527187726,-0.01668436475833224,-0.043188891056655354,0.006878604113900948,-0.04120655438253183,-0.1714618000122533,0.1274367538289667,0.06559683263590967,0.19920439773806972,-0.1932226164326585,0.16300418926046184,0.15484540982102202
11,0.22,-0.1387797502404993,-0.18052594002010122,-0.03268820191075489,0.013450924808968645,0.9254121914000002,0.6202233836853159,0.175959997948422,0.25538023115286,0.3085377473701106,-0.11287280888052412,-0.06503097998475785,0.08974705401406727
12,0.24,0.09681057931961878,-0.26487359613549244,-0.10677356904764088,-0.07781802713131954,0.402893950004385,0.09760152994399385,0.1782836196447466,0.36165632954004684,0.30423079540075204,-0.09199878459877,-0.0837052867901355,0.08114862000466007
13,0.26,0.213942987936044,-0.23550177389823182,-0.14884297104022093,-0.09154719315749613,0.23723623967529806,-0.016040095933906262,0.19272032865550137,0.3854756471445109,0.19775681994426386,-0.1219234678082747,-0.05387870962225333,0.07470398765390703
14,0.28,0.22365784213340087,-0.19831706426819035,-0.1953207364801785,-0.08406946031018134,0.2506525375028193,-0.01820725239405495,0.1871680556137565,0.38188900167791945,0.12545940964309052,-0.12203753837857903,-0.055107778208281444,0.0754049533835309
15,0.3,0.18381757773270554,-0.18086296427418744,-0.22179194064841856,-0.06426885899456118,0.2319819631261162,-0.017165094828822183,0.17098298678322432,0.35986678601195315,0.09630945449187464,-0.16241983792584447,0.006065288101018473,0.08897695497190278
16,0.32,-0.09087326979778548,-0.17038525606939742,-0.13712255962543535,-0.006391082585456009,0.23222881090276914,0.012253526328302122,0.22161517761675442,0.34035830983429594,0.2209748504079309,-0.11631356513685423,-0.07942973406468057,0.07308395275336958
17,0.34,0.07290144556708078,-0.1666657638388302,-0.14375785075414266,-0.05065848083781174,0.24402365563222106,0.013385183120214444,0.21015476279736636,0.34168782635192035,0.1523499789147029,-0.0962651471518792,-0.06833576822825169,0.06675571407791395
18,0.36,0.16406265389264135,-0.17283170866900485,-0.16138457761847752,-0.04355196242715307,0.24473251819711805,0.015241239737979292,0.17051814461182446,0.3535602499730902,0.11238118490250734,-0.12022824496727469,-0.02245156229236414,0.1339233811216371
19,0.38,0.17850639941093063,-0.1722127942759204,-0.16915295448329976,-0.03318704576614895,0.24750561256252845,0.01244688008925357,0.13135746182267113,0.350746331230432,0.1061477663828866,-0.10762486927482329,-0.027424229702504688,0.09985008331649603
20,0.4,0.1459045162574294,-0.19539351570356536,-0.16589580262008413,-0.019665950500843264,0.23961483673956968,0.012231014664019588,0.11218608631470289,0.3373413759093015,0.11598102465878779,-0.11636580122223664,-0.015246066052364143,0.09625600677462437
21,0.42,-0.16616716727109848,-0.15535099593243343,-0.07373249529937523,0.06447563199644102,-0.6404849140906617,-0.06172619099967164,0.1603153514351447,0.29321919190496437,0.18337967490002724,-0.0657272597005241,-0.0026907263662494796,0.012571523871689236
22,0.44,0.04403393346270773,-0.16832802450727552,-0.06877689881685559,-0.014225087250139934,-0.1178287041419922,-0.0594906281858294,0.14442009810024026,0.3108090658949393,0.14313966781640783,-0.07075120202996701,-0.014804596864026132,0.10190882060477371
23,0.46,-0.050580001027701396,-0.00785997644598202,-0.03999022414749984,0.18044338304721766,-0.10784259309051497,0.06042484282842074,0.14953688171752494,0.19360111893812454,0.019819773864793944,-0.12777119354694336,0.18824850261368964,0.15307457808722727
24,0.48,-0.07824317460913784,0.008516419433930403,-0.03765274209482852,0.1578446632469904,-0.09647118022366541,0.06444255351768506,0.15492952869555549,0.17857746013337988,0.010735079596304972,-0.13046171865680803,0.16219265296402147,0.11139603575237063
25,0.5,-0.09488983169989695,0.0029492130033863667,-0.03952973599255398,0.14271693050477785,-0.11729974084587294,0.04048680593031721,0.17193711100790632,0.2021739429040375,0.03420334143614289,-0.11526892473853448,0.16328411680239907,0.09642350041972048
26,0.52,-0.21121293583114897,0.009578003271685013,-0.026933166064997377,0.18734305684574298,-0.08612459941599693,-0.036810946340378,0.11146465751391557,0.2424078585879892,0.018593269389339456,0.014119731103111932,0.1802438050951773,0.022353560603680087
27,0.54,-0.20044859433337647,0.002197593400264583,-0.027878134159476237,0.23291068120661565,-0.1298755526673349,0.048631527864992335,0.08586401146765826,0.23246591175957593,-0.0039684561116735476,-0.010626945018599454,0.18976499274987435,0.05215119394970985
28,0.56,-0.19142516742183563,0.003746171458834033,-0.021551404234447527,0.23865069635545563,-0.12834919463208236,0.05095439703360649,0.07704856864947973,0.23069013155491871,-0.005973535719273306,-0.016770650129179304,0.1889103387999673,0.05966107946958574
29,0.58,-0.19702094960135463,0.0033926282437772327,-0.018273982272657974,0.23244534453579807,-0.12838844983707448,0.050229744621963876,0.08264854642822526,0.23062731705119038,-0.001083672005212196,-0.009333558342685372,0.18778928507203463,0.056701470357359236
30,0.6,-0.1993359276249296,0.003927359149167139,-0.018676449008069806,0.23115169227449628,-0.1284758866841854,0.04878499118615874,0.08412852123670837,0.23063949142162388,-0.0012421521969652252,-0.008608974487338772,0.18712048444350568,0.05397867402203306
31,0.62,-0.04773439053293563,0.21179805934109966,0.02877317777427854,0.13403693394375535,-0.22141102399044824,-0.17311417683087696,0.03216907515175549,-0.7003158234439617,-0.7668508274340742,0.10990328676430414,0.3581523411399155,0.033015197663464474
32,0.64,-0.015119276967061182,0.21025921580740556,0.031102794783598176,0.024286241781214843,-0.27828775598035516,-0.12753706592751746,0.12188404776903951,-0.17772263164818747,-0.24426624567694188,-0.14977457184019757,0.44766686968058345,0.018919366909241085
33,0.66,0.01914373464174502,0.18986354832068827,0.037911358096504394,-0.040297002830638716,-0.31842596855762983,-0.08063518227650394,0.14634428137309283,-0.09809591908577564,-0.02149755389209851,-0.24785372576246176,0.445674542393468,0.005094984364668865
34,0.68,0.018857921330481586,0.20156296244674043,0.036681921451701696,-0.06055431076438285,-0.33090453602974323,-0.05525475581229709,0.12791128026834458,-0.11739013358145695,-0.020055011006720247,-0.2390289193790791,0.4408201644695779,0.0217175886998253
