Time_Step,Time_s,FR_hip_command,FR_hip_state,FR_knee_command,FR_knee_state,FR_foot_command,FR_foot_state,BR_hip_command,BR_hip_state,BR_knee_command,BR_knee_state,BR_foot_command,BR_foot_state,BL_hip_command,BL_hip_state,BL_knee_command,BL_knee_state,BL_foot_command,BL_foot_state,FL_hip_command,FL_hip_state,FL_knee_command,FL_knee_state,FL_foot_command,FL_foot_state
35,3.6,-27.349875780069883,-25.167959313471258,31.71893315908164,33.82346581228517,73.89841657493318,75.17534243535736,39.289406862500364,28.785600775083896,31.808256212764075,50.176090923113925,76.71358979582982,85.37664863121482,-10.007979801441346,-12.844941888114276,-29.895677214181838,-33.1244462275119,-61.792656183251516,-64.58019105782563,16.792509120984707,15.141050246476214,-31.095640295429217,-29.159439211698732,-68.12058960225296,-67.48731055203201
36,3.7,-30.23080146970835,-25.764494155264106,31.768202504636474,31.6781756513738,74.8784037270811,75.010621029076,39.289406862500364,36.86362601606034,31.808256212764075,33.155418124920544,76.71358979582982,75.4116253607997,-10.007979801441346,-10.934933177089958,-29.895677214181838,-31.47033102914448,-61.792656183251516,-61.44452730578808,19.274387356634314,16.989137348925993,-31.33579894564477,-31.45360457008878,-69.84580756625935,-69.43575607816238
37,3.8,-33.190117042971735,-27.344774606781773,31.79424539913732,30.90227465852012,75.67401264797442,75.88290189506445,36.214701282115406,34.96958393547311,31.80531995136064,32.97450875442135,76.2856427651633,75.56590079034366,-18.434948822922006,-11.96548979368552,-52.129275126605485,-33.19781938511299,-82.24534792862798,-63.58053342107759,21.864302742664176,17.910033540913634,-31.512853632058512,-31.901433894573476,-71.38298164287927,-70.57063445995963
38,3.9,-36.21470128211538,-32.90816819596258,31.80531995136064,29.148756246398627,76.2856427651633,76.143708653085,33.190117042971735,36.226334548285564,31.79424539913732,35.12257366232719,75.67401264797442,76.02619075073908,-28.30075576600637,-24.371487468541645,-53.52162505473767,-50.751576966420934,-87.60991751917459,-83.66579148751474,24.55820344158342,22.64247064591775,-31.637137343341738,-34.89370295650554,-72.73351727914493,-71.47340826388825
39,4.0,-39.289406862500364,-37.79292210996041,31.808256212764075,29.794920434803547,76.71358979582982,76.71905731565766,30.230801469708375,32.037048883879876,31.768202504636474,34.26895726593688,74.8784037270811,74.90600477474258,-39.289406862500364,-26.63079212828241,-31.808256212764075,-50.427696288445716,-76.71358979582979,-83.92098371783129,27.349875780069883,21.777989620550333,-31.718933159081615,-33.62213897467434,-73.89841657493315,-73.61927927140782
40,4.1,-39.289406862500364,-39.49675808223543,31.808256212764075,30.809794730366413,76.71358979582982,79.05729096607784,27.349875780069883,30.29393878577406,31.71893315908164,32.11279675074275,73.89841657493318,74.13089225818398,-39.289406862500364,-36.1368284777174,-31.808256212764075,-33.5575779478223,-76.71358979582979,-74.66249896655478,30.23080146970835,25.367030286791465,-31.76820250463645,-32.255737142394274,-74.87840372708108,-74.81411692120449
41,4.2,-28.30075576600637,-39.11516506462383,53.52162505473762,31.205370630015867,87.60991751917456,78.84609685989535,24.558203441583448,29.617846910123262,31.637137343341763,32.764779882174054,72.7335172791449,73.36551876104753,-36.214701282115406,-35.13950196134401,-31.80531995136064,-32.787202368717644,-76.2856427651633,-75.10354114700768,33.190117042971735,26.478193648281568,-31.79424539913732,-32.27517492417467,-75.67401264797442,-75.69509144862896
42,4.3,-18.434948822922006,-26.935309616013313,52.129275126605485,50.5015914057658,82.245347928628,86.70492384256926,21.864302742664176,22.962426436899726,31.512853632058484,33.72667796311224,71.38298164287926,72.60835195000158,-33.190117042971735,-35.1355517633422,-31.79424539913732,-30.07940971898374,-75.67401264797442,-75.81292439708172,36.21470128211538,33.748484056231604,-31.80531995136064,-34.18422276626041,-76.2856427651633,-77.04270101010174
43,4.4,-10.007979801441346,-18.42219743181075,29.895677214181863,51.09540327809282,61.792656183251545,83.29940688290853,19.274387356634314,20.46647216219053,31.33579894564477,31.133881881528374,69.84580756625935,70.72388502333344,-30.230801469708375,-32.1181924939927,-31.768202504636474,-30.637825386563602,-74.8784037270811,-75.40751165085393,39.289406862500364,36.662688625298664,-31.808256212764075,-33.907268048927556,-76.71358979582979,-76.34005726260256
44,4.5,-10.007979801441346,-11.857336985904618,29.895677214181863,30.451865335183452,61.792656183251545,63.00782555147864,16.792509120984707,19.995697716582747,31.095640295429217,31.457361559004877,68.12058960225293,69.49725127411635,-27.349875780069883,-30.16488166555172,-31.718933159081615,-31.784292337113307,-73.89841657493315,-76.62111544004838,39.289406862500364,38.07374020571792,-31.808256212764075,-32.37908003790651,-76.71358979582979,-75.77630881982095
45,4.6,-12.159595728526515,-12.211269387042334,30.385445910816152,30.596676659712063,64.09731896322953,63.71426637356579,14.420773127510978,15.793740775776234,30.782180240859578,30.20215983203135,66.20534992257404,68.46127227578278,-24.558203441583448,-28.467937498337996,-31.637137343341738,-31.890088250167825,-72.73351727914493,-75.37210195438139,28.30075576600637,38.99707101564598,-53.52162505473764,-36.48956850556449,-87.60991751917459,-83.6038961153282
46,4.7,-14.420773127510978,-13.777020195635222,30.782180240859578,32.56806038026922,66.20534992257404,66.95422291921635,12.159595728526515,13.411785871973187,30.385445910816152,28.172464726324826,64.09731896322957,66.08386041859471,-21.864302742664176,-23.75616904634134,-31.512853632058512,-34.04563109440168,-71.38298164287927,-73.71226670862643,18.434948822922006,26.812629448753835,-52.12927512660551,-49.84588873835943,-82.245347928628,-83.9420580194772
47,4.8,-16.792509120984707,-15.58117660094404,31.095640295429217,33.12391970438307,68.12058960225293,69.02267724517851,10.007979801441346,11.146651307944145,29.895677214181863,27.62185029770651,61.792656183251545,63.65466374577173,-19.274387356634314,-21.45906478595248,-31.33579894564477,-34.12820740462998,-69.84580756625935,-72.09078656109565,10.007979801441346,17.259222417974733,-29.895677214181838,-48.14005148586201,-61.792656183251516,-78.9365858227364
48,4.9,-19.274387356634314,-17.7855344488199,31.33579894564477,31.413351023446246,69.84580756625935,68.48574977525261,10.007979801441346,10.388689123623301,29.895677214181863,29.93631579310698,61.792656183251545,63.47945722867689,-16.792509120984707,-19.003337302076776,-31.095640295429217,-31.32890187117904,-68.12058960225296,-69.9676640448234,10.007979801441346,11.14910489396697,-29.895677214181838,-30.525091593888533,-61.792656183251516,-63.55777552102778
49,5.0,-21.864302742664176,-20.627593696383023,31.512853632058484,33.17303854808038,71.38298164287926,69.77319179246132,18.434948822922006,9.529208341349936,52.129275126605485,32.55325663132509,82.245347928628,62.82429592283487,-14.420773127510978,-17.00482021659642,-30.782180240859578,-31.44546804315116,-66.20534992257402,-68.80508647917247,12.159595728526515,12.02175230080355,-30.385445910816152,-30.38024641330214,-64.09731896322955,-63.69708622101122
