Time_Step,Time_s,FR_hip_torque,FR_knee_torque,FR_foot_torque,BR_hip_torque,BR_knee_torque,BR_foot_torque,BL_hip_torque,BL_knee_torque,BL_foot_torque,FL_hip_torque,FL_knee_torque,FL_foot_torque
0,0.0,0.014090118556858162,0.14221488981875707,0.04013651492677585,0.05775834254233043,0.157103059943231,0.034775582787602025,0.06375941767996067,0.06616310062322898,0.12429537362777539,0.08421699385212764,0.1569776346085762,0.04934910060582155
1,0.02,0.014105089108424075,0.14216150095243404,0.04017806348070735,0.05777759108990046,0.15710607079660632,0.034801692329750514,0.06377930879808433,0.06609983992508027,0.1243486759738711,0.08423138708697328,0.1569633414453028,0.04939646582892541
2,0.04,0.01412006028327164,0.14210811383708197,0.04021961176977986,0.05779683898435952,0.15710908163246462,0.03482779975840718,0.06379919984360836,0.06603658267146026,0.1244019759000332,0.08424577879243264,0.15694904731216672,0.04944383025675358
3,0.06,0.014135032418845192,0.14205472944612288,0.04026115986432687,0.05781608605107347,0.15711209214050814,0.034853903980070836,0.06381909097529291,0.06597333078884902,0.12445527244624834,0.08426016826041521,0.15693475128756806,0.049491193615163756
4,0.08,0.014150004865841741,0.14200134595730254,0.04030270762829645,0.057835332625264343,0.1571151029187814,0.034880007036648154,0.06383898188811299,0.06591008063335778,0.12450856741404455,0.08427455683773001,0.15692045510731187,0.04953855643205826
5,0.1,0.014164977962281385,0.14194800473880306,0.040344255131237544,0.05785457853229547,0.15711811365480777,0.03490605058914851,0.063858872743466,0.0658468962353755,0.1245618258820167,0.08428891924166332,0.15690611934136092,0.04958591843433824
6,0.12,0.01417995205086355,0.14189458547251324,0.0403858024448017,0.057873823595711096,0.15712112403186798,0.03493220542904849,0.06387876370252174,0.06578359307088606,0.12461514888378174,0.08430332853231633,0.15689185866909763,0.04963327934331645
7,0.14,0.014194926460690531,0.14184120775028,0.04042734942835835,0.05789306816094214,0.15712413466966949,0.03495830153919528,0.06389865445018839,0.06572035415338523,0.12466843615715306,0.0843177122196522,0.1568775591354114,0.049680639704548446
8,0.16,0.014209902394548184,0.14178784426364305,0.04046889632481657,0.057912311609601266,0.15712714443892906,0.03498438016090645,0.06391854556354482,0.06565713089025726,0.12472171343538697,0.08433208551645213,0.156863249420936,0.049727998565402276
9,0.18,0.014224877605449613,0.14173445855826663,0.040510442686841105,0.05793155509561871,0.157130155466249,0.03501048638896467,0.06393843595813821,0.06559388865520117,0.12477500237696378,0.08434647427569948,0.156848956167625,0.049775357682048826
