Time_Step,Time_s,FR_hip_torque,FR_hip_angle_deg,FR_knee_torque,FR_knee_angle_deg,FR_foot_torque,FR_foot_angle_deg,BR_hip_torque,BR_hip_angle_deg,BR_knee_torque,BR_knee_angle_deg,BR_foot_torque,BR_foot_angle_deg,BL_hip_torque,BL_hip_angle_deg,BL_knee_torque,BL_knee_angle_deg,BL_foot_torque,BL_foot_angle_deg,FL_hip_torque,FL_hip_angle_deg,FL_knee_torque,FL_knee_angle_deg,FL_foot_torque,FL_foot_angle_deg
0,0.0,0.014090118556858162,-18.872371446260956,0.14221488981875707,31.312289976769765,0.04013651492677585,71.21807922186989,0.05775834254233043,9.423961910785836,0.157103059943231,30.010251905344035,0.034775582787602025,62.87203914920074,0.06375941767996067,-17.358832210395384,0.06616310062322898,-31.077627664975118,0.12429537362777539,-70.14132065947375,0.08421699385212764,10.684685836849253,0.1569776346085762,-30.051746487561054,0.04934910060582155,-63.390454687772994
1,0.02,0.014105089108424075,-18.872371446260956,0.14216150095243404,31.312289976777063,0.04017806348070735,71.21806752686474,0.05777759108990046,9.423980007391568,0.15710607079660632,30.010250003343444,0.034801692329750514,62.872039149284845,0.06377930879808433,-17.358832210395384,0.06609983992508027,-31.07762766498285,0.1243486759738711,-70.14132065943254,0.08423138708697328,10.684685836847136,0.1569633414453028,-30.051746487556404,0.04939646582892541,-63.39044104992159
2,0.04,0.01412006028327164,-18.87234575824642,0.14210811383708197,31.3122899767817,0.04021961176977986,71.21806752686474,0.05779683898435952,9.42398970385792,0.15710908163246462,30.010247998275343,0.03482779975840718,62.872039149376725,0.06379919984360836,-17.358835776244085,0.06603658267146026,-31.07762766498807,0.1244019759000332,-70.14132065940505,0.08424577879243264,10.684685836843958,0.15694904731216672,-30.051746487552574,0.04944383025675358,-63.390428022727036
3,0.06,0.014135032418845192,-18.87234575824642,0.14205472944612288,31.31228997678979,0.04026115986432687,71.21805874528992,0.05781608605107347,9.424013629472807,0.15711209214050814,30.010246297473568,0.034853903980070836,62.87203914944461,0.06381909097529291,-17.358835776244085,0.06597333078884902,-31.07762766499377,0.12445527244624834,-70.14132065934979,0.08426016826041521,10.684685836841096,0.15693475128756806,-30.051746487544182,0.049491193615163756,-63.390417475391104
4,0.08,0.014150004865841741,-18.872325337158703,0.14200134595730254,31.312289976794712,0.04030270762829645,71.21805425314719,0.057835332625264343,9.424024624247409,0.1571151029187814,30.010244897032962,0.034880007036648154,62.872039149528234,0.06383898188811299,-17.358839019141566,0.06591008063335778,-31.07762766500141,0.12450856741404455,-70.14132065933137,0.08427455683773001,10.68468583683907,0.15692045510731187,-30.051746487544182,0.04953855643205826,-63.39040444094318
5,0.1,0.014164977962281385,-18.872307542892464,0.14194800473880306,31.312289976801182,0.040344255131237544,71.21805230024147,0.05785457853229547,9.424036269747676,0.15711811365480777,30.01024339467677,0.03490605058914851,62.872039149611844,0.063858872743466,-17.358839019141566,0.0658468962353755,-31.077627665007586,0.1245618258820167,-70.14132065933137,0.08428891924166332,10.684685836837028,0.15690611934136092,-30.051746487534235,0.04958591843433824,-63.39038829124552
6,0.12,0.01417995205086355,-18.872302270886717,0.14189458547251324,31.31228997680687,0.0403858024448017,71.21804800040209,0.057873823595711096,9.424050503480291,0.15712112403186798,30.01024339467677,0.03493220542904849,62.87203914963169,0.06387876370252174,-17.358839019141566,0.06578359307088606,-31.077627665013246,0.12461514888378174,-70.14132065933137,0.08430332853231633,10.684685836833886,0.15689185866909763,-30.051746487531087,0.04963327934331645,-63.39037710762492
7,0.14,0.014194926460690531,-18.87227854094372,0.14184120775028,31.312289976810813,0.04042734942835835,71.21804291627731,0.05789306816094214,9.424065388182324,0.15712413466966949,30.010239093153054,0.03495830153919528,62.87203914976268,0.06389865445018839,-17.358844149118795,0.06572035415338523,-31.077627665015996,0.12466843615715306,-70.14132065915966,0.0843177122196522,10.684685836832678,0.1568775591354114,-30.051746487531087,0.049680639704548446,-63.39036529776388
8,0.16,0.014209902394548184,-18.87227524270468,0.14178784426364305,31.31228997681517,0.04046889632481657,71.21803998253046,0.057912311609601266,9.424076392894438,0.15712714443892906,30.010235990302103,0.03498438016090645,62.87203914976268,0.06391854556354482,-17.358846355902102,0.06565713089025726,-31.077627665015996,0.12472171343538697,-70.14132065911522,0.08433208551645213,10.684685836829381,0.156863249420936,-30.051746487520298,0.049727998565402276,-63.390350991652966
9,0.18,0.014224877605449613,-18.87226007747667,0.14173445855826663,31.312289976822296,0.040510442686841105,71.21803998253046,0.05793155509561871,9.4240861034548,0.157130155466249,30.010234590599026,0.03501048638896467,62.87203914992099,0.06393843595813821,-17.358847850962015,0.06559388865520117,-31.07762766502649,0.12477500237696378,-70.1413206590684,0.08434647427569948,10.684685836826686,0.156848956167625,-30.051746487520298,0.049775357682048826,-63.39033854819861
