Step,FR_hip_cmd,FR_hip_state,FR_knee_cmd,FR_knee_state,FR_foot_cmd,FR_foot_state,BR_hip_cmd,BR_hip_state,BR_knee_cmd,BR_knee_state,BR_foot_cmd,BR_foot_state,BL_hip_cmd,BL_hip_state,BL_knee_cmd,BL_knee_state,BL_foot_cmd,BL_foot_state,FL_hip_cmd,FL_hip_state,FL_knee_cmd,FL_knee_state,FL_foot_cmd,FL_foot_state
58,-19.274387356634314,-14.93847713318454,31.33579894564477,58.96737119818656,69.84580756625935,60.27854871305698,10.007979801441346,14.805312177248538,29.895677214181863,36.50120103535038,61.792656183251545,76.51679786672639,-16.792509120984707,-24.48144920108601,-31.095640295429217,-35.70095400774329,-68.12058960225296,-87.15223576606721,10.007979801441346,27.39781530194929,-29.895677214181838,-42.894984692068334,-61.792656183251516,-76.8295006911917
59,-21.864302742664176,-14.99190681597203,31.512853632058484,50.632667929505395,71.38298164287926,26.228833350443868,10.007979801441346,15.078549951523208,29.895677214181863,45.293531395594684,61.792656183251545,84.822048975683,-14.420773127510978,-22.07556434490571,-30.782180240859578,-40.66790116181887,-66.20534992257402,-80.23573920766346,12.159595728526515,25.641645052585314,-30.385445910816152,-45.268742557868755,-64.09731896322955,-69.15785416847966
60,-24.55820344158342,-15.38894828945725,31.637137343341763,45.65214957744888,72.7335172791449,48.543857908998014,10.007979801441346,15.881471376832103,29.895677214181863,50.3326568808473,61.792656183251545,91.43636204783542,-12.159595728526515,-20.210295666349715,-30.38544591081618,-42.55228924757399,-64.09731896322957,-67.4676665276444,14.420773127510978,23.339302450246265,-30.782180240859578,-47.48981124600686,-66.20534992257402,-55.02184656574466
61,-27.349875780069883,-17.88226850168627,31.71893315908164,38.10217115739464,73.89841657493318,53.493410531810895,18.434948822922006,18.03861012149869,52.129275126605485,44.829827709255206,82.245347928628,79.3673440652324,-10.007979801441346,-16.8241556279789,-29.895677214181838,-47.46079775827879,-61.792656183251516,-55.345496749024186,16.792509120984707,24.40965609498616,-31.095640295429217,-47.842876850016665,-68.12058960225296,-29.120186774212236
62,-30.23080146970835,-20.013338493781802,31.768202504636474,32.96923779159241,74.8784037270811,34.82211855436265,28.30075576600637,21.149283407836165,53.52162505473767,44.78729079512082,87.60991751917456,78.01583392974216,-10.007979801441346,-13.225405038398833,-29.895677214181838,-46.890974579998975,-61.792656183251516,-28.474432183484293,19.274387356634314,25.94118337352112,-31.33579894564477,-33.30682111745267,-69.84580756625935,-11.709624786407488
63,-33.190117042971735,-21.32649385972603,31.79424539913732,34.94612429078325,75.67401264797442,24.230840098604173,39.289406862500364,23.81059958015766,31.808256212764075,45.46868128200704,76.71358979582982,88.60749506117064,-10.007979801441346,-14.275950010961276,-29.895677214181838,-53.907792613069496,-61.792656183251516,-38.04629141140428,21.864302742664176,25.95354311903816,-31.512853632058512,-35.47589100393337,-71.38298164287927,-45.34212963154807
64,-36.21470128211538,-22.260306676578796,31.80531995136064,38.838543241400686,76.2856427651633,15.114016447827199,39.289406862500364,25.92885242490735,31.808256212764075,47.49401547345087,76.71358979582982,89.34659321434393,-10.007979801441346,-15.116681700805099,-29.895677214181838,-55.96507221120501,-61.792656183251516,-45.07932262379394,24.55820344158342,26.86481862609003,-31.637137343341738,-32.486426584427164,-72.73351727914493,-49.30492100659433
65,-39.289406862500364,-24.54358612850479,31.808256212764075,34.983864954992804,76.71358979582982,34.87902319627495,39.289406862500364,27.581700675105633,31.808256212764075,52.62781714606506,76.71358979582982,87.43383559007708,-18.434948822922006,-16.654765748870588,-52.129275126605485,-53.22809866219765,-82.24534792862798,-33.59517257312742,27.349875780069883,27.47696744101524,-31.718933159081615,-38.80107271974265,-73.89841657493315,-53.378833782302614
66,-39.289406862500364,-25.676944212982328,31.808256212764075,36.83077288908321,76.71358979582982,76.13092404462152,39.289406862500364,28.27545533360894,31.808256212764075,55.47379927530413,76.71358979582982,84.31214488344206,-28.30075576600637,-18.232570973592313,-53.52162505473767,-67.1515430985162,-87.60991751917459,-80.48872546324313,30.23080146970835,27.329789282051276,-31.76820250463645,-43.83702612054358,-74.87840372708108,-28.893295081506597
67,-39.289406862500364,-26.286217220158598,31.808256212764075,32.02783629016642,76.71358979582982,71.55186592638469,36.214701282115406,30.193809296722815,31.80531995136064,48.136643005106386,76.2856427651633,72.356727138321,-39.289406862500364,-17.82014654155467,-31.808256212764075,-63.633214383315355,-76.71358979582979,-70.61021108241565,33.190117042971735,27.560386128077383,-31.79424539913732,-57.170145180948,-75.67401264797442,-49.73266365886284
68,-39.289406862500364,-26.8745054742001,31.808256212764075,38.43832278863347,76.71358979582982,65.58105431948783,33.190117042971735,31.9736007801146,31.79424539913732,56.8235148734705,75.67401264797442,89.0541638502247,-39.289406862500364,-18.218663394055913,-31.808256212764075,-57.62895250783683,-76.71358979582979,-75.8295571394203,36.21470128211538,26.693008812741972,-31.80531995136064,-47.34740888996259,-76.2856427651633,-42.239719136597316
69,-28.30075576600637,-28.944152437584535,53.52162505473762,51.716400010581786,87.60991751917456,78.45153580285525,30.230801469708375,31.94759902777946,31.768202504636474,58.39380404197193,74.8784037270811,81.46762834009103,-39.289406862500364,-22.000017303131006,-31.808256212764075,-51.67821411982757,-76.71358979582979,-55.12278102688897,39.289406862500364,26.79065805910228,-31.808256212764075,-38.33152693407036,-76.71358979582979,-37.73289198991421
70,-18.434948822922006,-28.924585329777315,52.129275126605485,64.54961291562458,82.245347928628,92.7966786921804,27.349875780069883,32.07883446332084,31.71893315908164,57.68966599924318,73.89841657493318,65.57069517918605,-39.289406862500364,-24.375773179322838,-31.808256212764075,-52.547695941635,-76.71358979582979,-73.41564947546053,39.289406862500364,27.882350798735196,-31.808256212764075,-29.42382532703381,-76.71358979582979,-37.16698782226253
71,-10.007979801441346,-27.006311260010342,29.895677214181863,64.23452051521457,61.792656183251545,75.08938874133855,24.558203441583448,32.714016697178174,31.637137343341763,58.71158784245221,72.7335172791449,50.665224277199265,-36.214701282115406,-25.82063022501778,-31.80531995136064,-52.43533933813073,-76.2856427651633,-90.50984227622828,39.289406862500364,29.188250015868523,-31.808256212764075,-25.513922042186397,-76.71358979582979,-47.09151369486509
72,-10.007979801441346,-25.736320143776542,29.895677214181863,48.570250824315906,61.792656183251545,42.57930506752308,21.864302742664176,32.70874736974859,31.512853632058484,54.39967158384823,71.38298164287926,56.00008680696224,-33.190117042971735,-27.08318327830588,-31.79424539913732,-55.11111757430917,-75.67401264797442,-90.21749006778191,39.289406862500364,29.767568547232454,-31.808256212764075,-28.846155260888043,-76.71358979582979,-48.950820038386695
73,-10.007979801441346,-24.747204549997196,29.895677214181863,34.92155079054149,61.792656183251545,14.961172838055852,19.274387356634314,33.61548932748427,31.33579894564477,41.09142462747,69.84580756625935,50.514506474631474,-30.230801469708375,-29.964013095192332,-31.768202504636474,-55.55999764007305,-74.8784037270811,-74.59774483009176,28.30075576600637,30.648795132339536,-53.52162505473764,-31.834282639889608,-87.60991751917459,-38.716224567908135
74,-10.007979801441346,-22.7062124340786,29.895677214181863,32.77308963346298,61.792656183251545,38.84117509910727,16.792509120984707,32.76069885770985,31.095640295429217,31.27179815642983,68.12058960225293,44.82397440426967,-27.349875780069883,-30.271287945549822,-31.718933159081615,-58.08514235047251,-73.89841657493315,-64.03300761398849,18.434948822922006,31.190437162804997,-52.12927512660551,-42.10039777000115,-82.245347928628,-49.706160565548
75,-12.159595728526515,-20.919431693986315,30.385445910816152,26.72544708262036,64.09731896322953,42.86951189572496,14.420773127510978,31.860288798245186,30.782180240859578,19.834251290513762,66.20534992257404,28.025718913767033,-24.558203441583448,-30.457750237038514,-31.637137343341738,-57.887993022245844,-72.73351727914493,-46.47697701461952,10.007979801441346,32.24784525201852,-29.895677214181838,-48.94272034080103,-61.792656183251516,-53.022391518638265
76,-14.420773127510978,-20.277760528847697,30.782180240859578,29.859594250676636,66.20534992257404,60.79815613737129,12.159595728526515,30.262926992595812,30.385445910816152,16.160094206494406,64.09731896322957,14.519990924710138,-21.864302742664176,-31.801783353501882,-31.512853632058512,-59.24967262701536,-71.38298164287927,-47.498855728335776,10.007979801441346,31.387833051437593,-29.895677214181838,-53.086625759368836,-61.792656183251516,-34.79125442766585
77,-16.792509120984707,-19.475991117648977,31.095640295429217,44.159055111865065,68.12058960225293,85.30450528565021,10.007979801441346,28.949315954334885,29.895677214181863,21.515707360324168,61.792656183251545,24.458523489449117,-19.274387356634314,-32.68592771848685,-31.33579894564477,-64.0180733750104,-69.84580756625935,-74.9368471493046,10.007979801441346,30.474418040043858,-29.895677214181838,-56.68314046260548,-61.792656183251516,-8.062125791654084
78,-19.274387356634314,-17.788284400670825,31.33579894564477,54.10703585905119,69.84580756625935,79.04001026591429,10.007979801441346,27.801428288488857,29.895677214181863,31.035491519228493,61.792656183251545,44.797393393336215,-16.792509120984707,-32.093713128885476,-31.095640295429217,-60.72308534928602,-68.12058960225296,-76.97054032504776,10.007979801441346,28.276316951983436,-29.895677214181838,-56.022997656059765,-61.792656183251516,-5.414851253890202
79,-21.864302742664176,-16.091266272904665,31.512853632058484,62.81919560517758,71.38298164287926,76.08328471228187,10.007979801441346,26.479699675054576,29.895677214181863,38.617092205454895,61.792656183251545,39.555238043870595,-14.420773127510978,-32.31867622312883,-30.782180240859578,-48.72621307077017,-66.20534992257402,-57.20203464320137,12.159595728526515,27.418318496558726,-30.385445910816152,-55.68222078464102,-64.09731896322955,-18.106714104204336
