Time_Step,Time_s,FR_hip_torque,FR_hip_angle_deg,FR_knee_torque,FR_knee_angle_deg,FR_foot_torque,FR_foot_angle_deg,BR_hip_torque,BR_hip_angle_deg,BR_knee_torque,BR_knee_angle_deg,BR_foot_torque,BR_foot_angle_deg,BL_hip_torque,BL_hip_angle_deg,BL_knee_torque,BL_knee_angle_deg,BL_foot_torque,BL_foot_angle_deg,FL_hip_torque,FL_hip_angle_deg,FL_knee_torque,FL_knee_angle_deg,FL_foot_torque,FL_foot_angle_deg
0,0.0,0.261638572804335,-16.5504001525675,0.6723070188158371,38.398689145641136,0.8132989991715306,38.248148080297945,0.14651891014125543,8.498162245655815,0.7158960368914044,37.424314144421444,0.8051747338085964,36.88034592894926,0.23142041704656682,-14.28316982205001,0.6639478585049363,-38.06414926988015,0.815539374445399,-37.73190787114255,0.1552378461515005,8.323670332747463,0.7320434792761571,-37.594181511152925,0.816413777322568,-36.05206765787876
1,0.02,0.2617276854915166,-16.550400152559988,0.6723636629992586,38.398689145641136,0.813412443556875,38.248148080240334,0.14662987498368218,8.498162245655815,0.715965537956742,37.42047064869071,0.8051778980930361,36.88091943964246,0.23144446325431112,-14.284303089426661,0.6639436493605254,-38.06343364629246,0.8155352743005966,-37.72915491398569,0.15511634570781369,8.32367033275265,0.7321096265786304,-37.591856384885325,0.816413083558394,-36.05206765787876
2,0.04,0.2618165011416217,-16.55040015255469,0.6724207914992484,38.39384008122664,0.8135265472189304,38.248148080169756,0.14674068881043023,8.496394490530857,0.7160353666020269,37.41882684503854,0.8051810872676294,36.88103727814066,0.23146867061578646,-14.284813956834016,0.663939479430803,-38.05856806336652,0.8155311491941528,-37.727320898207694,0.15499422464165652,8.32367033275747,0.7321762137399146,-37.588956064922705,0.8164123797103492,-36.04805498992421
3,0.06,0.2619051257292291,-16.550400152550328,0.6724782049532642,38.39040225331859,0.8136411195102424,38.248148080169756,0.14685141689064068,8.495716371306425,0.7161054020723522,37.41576321393344,0.8051842829789216,36.881557851249006,0.2314929709206829,-14.285579208831235,0.6639353018651382,-38.05770963258242,0.8155270250602805,-37.7245717412926,0.15487163280384614,8.32367033276181,0.7322430988596054,-37.58664006715066,0.8164116896531114,-36.043932618423874
4,0.08,0.2619937278897461,-16.550400152542533,0.6725356558051752,38.38782717724651,0.8137559091510844,38.248148080169756,0.1469621404656985,8.495208033764778,0.716175514023182,37.41335895416387,0.8051874755229184,36.8816417245127,0.231517279259073,-14.286198179130626,0.6639310402396592,-38.052988749400065,0.8155229103453223,-37.72197658075487,0.15474877859819758,8.32367033276181,0.7323100942820807,-37.58664006715066,0.8164110191181768,-36.04187422504569
5,0.1,0.2620824141065817,-16.550400152540664,0.6725930042924105,38.38568164563928,0.8138707543177011,38.24814807996026,0.14707290550401056,8.494530260223499,0.7162456275666692,37.41117456888379,0.8051906636197004,36.882246176923,0.23154154759021042,-14.28707185226198,0.6639266523032874,-38.049841367972554,0.8155188015997118,-37.71754997528016,0.15462580641889684,8.3236703327716,0.7323770824155458,-37.582245228264306,0.8164103623164772,-36.04187422504569
6,0.12,0.26217108970033626,-16.55040015253069,0.6726502444955003,38.384501695602,0.8139856884479938,38.24814807996026,0.14718371393529622,8.494530260223499,0.7163157322255369,37.40942785191883,0.8051938506306061,36.88256571650218,0.23156577323087063,-14.287545105400875,0.6639221166057934,-38.0469796076273,0.8155146936019508,-37.71342719551607,0.15450249059344237,8.323670332777098,0.7324440320554688,-37.57970261311349,0.8164097105103533,-36.036669846738114
7,0.14,0.2622598988865066,-16.550400152524144,0.6727074495711579,38.381391125195364,0.8141007097165703,38.24814807975893,0.14729454169902992,8.493445732185597,0.7163858566955439,37.40670001703614,0.8051970397591011,36.8827003740154,0.23158998051812646,-14.288491604689199,0.6639174518411053,-38.04411788515412,0.8155105814372375,-37.711594233366725,0.1543791846840726,8.3236703327849,0.7325109955265577,-37.57866286626457,0.8164090583970035,-36.035096861455735
8,0.16,0.2623489778151696,-16.550400152518222,0.672764554250486,38.380425784774985,0.8142156038648662,38.2481480796505,0.147405410903218,8.492327105859369,0.7164560070271491,37.40670001703614,0.8052002283242266,36.88320620432143,0.23161414812729558,-14.288491604689199,0.663912768236546,-38.04340252766924,0.8155064660199439,-37.70777468209516,0.15425624912624228,8.323670332790341,0.7325779952212189,-37.57554506694941,0.8164084091012349,-36.03170953158593
9,0.18,0.2624380715828772,-16.550400152511692,0.6728216347413388,38.37710151428918,0.8143305494418216,38.24814807956195,0.14751629634133223,8.491649221234741,0.7165261951982863,37.40430109750012,0.8052034205012504,36.883307482865774,0.2316383019276424,-14.288491604689199,0.6639080340796927,-38.04011227381548,0.8155023442625058,-37.70441307455011,0.1541331865045918,8.323670332798217,0.7326450072682835,-37.57312156723396,0.8164077593619756,-36.02965358826957
