frame_idx,sim_time_s,peak_joint,peak_value
642,25.2790,fl_knee,0.1482
643,25.3120,fl_knee,0.1481
644,25.3450,fl_knee,0.1481
645,25.3780,fl_knee,0.1481
646,25.4110,fl_knee,0.1480
647,25.4440,fl_knee,0.1480
648,25.4770,fl_knee,0.1480
649,25.5100,fl_knee,0.1479
650,25.5430,fl_knee,0.1479
651,25.5760,fl_knee,0.1479
652,25.6090,fl_knee,0.1478
653,25.6420,fl_knee,0.1478
654,25.6750,fl_knee,0.1478
655,25.7080,fl_knee,0.1477
656,25.7410,fl_knee,0.1477
657,25.7740,fl_knee,0.1477
658,25.8070,fl_knee,0.1476
659,25.8400,fl_knee,0.1476
660,25.8730,fl_knee,0.1476
661,25.9060,fl_knee,0.1475
662,25.9390,fl_knee,0.1475
663,25.9720,fl_knee,0.1475
664,26.0050,fl_knee,0.1474
665,26.0380,fl_knee,0.1474
666,26.0710,fl_knee,0.1474
667,26.1040,fl_knee,0.1473
668,26.1370,fl_knee,0.1473
669,26.1700,fl_knee,0.1473
670,26.2030,fl_knee,0.1472
671,26.2360,fl_knee,0.1472
672,26.2690,fl_knee,0.1472
673,26.3020,fl_knee,0.1471
674,26.3350,fl_knee,0.1471
675,26.3680,fl_knee,0.1471
676,26.4010,fl_knee,0.1470
677,26.4340,fl_knee,0.1470
678,26.4670,fl_knee,0.1470
679,26.5000,fl_knee,0.1469
680,26.5330,fl_knee,0.1469
681,26.5660,fl_knee,0.1469
682,26.5990,fl_knee,0.1468
683,26.6320,fl_knee,0.1468
684,26.6650,fl_knee,0.1467
685,26.6980,fl_knee,0.1467
686,26.7310,fl_knee,0.1467
687,26.7640,fl_knee,0.1466
688,26.7970,fl_knee,0.1466
689,26.8300,fl_knee,0.1595
690,26.8630,fl_knee,0.1461
691,26.8960,fl_knee,0.1461
692,26.9290,fl_knee,0.1460
693,26.9620,fl_knee,0.1460
694,26.9950,fl_knee,0.1460
695,27.0280,fl_knee,0.1460
696,27.0610,fl_knee,0.1461
697,27.0940,fl_knee,0.1461
698,27.1270,fl_knee,0.1461
699,27.1600,fl_knee,0.1461
700,27.1930,fl_knee,0.1461
701,27.2260,fl_knee,0.1461
702,27.2590,fl_knee,0.1460
703,27.2920,fl_knee,0.1460
704,27.3250,fl_knee,0.1460
705,27.3580,fl_knee,0.1460
706,27.3910,fl_knee,0.1460
707,27.4240,fl_knee,0.1460
708,27.4570,fl_knee,0.1459
709,27.4900,fl_knee,0.1459
710,27.5230,fl_knee,0.1459
711,27.5560,fl_knee,0.1458
712,27.5890,fl_knee,0.1458
713,27.6220,fl_knee,0.1458
714,27.6550,fl_knee,0.1458
715,27.6880,fl_knee,0.1457
716,27.7210,fl_knee,0.1457
717,27.7540,fl_knee,0.1456
718,27.7870,fl_knee,0.1456
719,27.8200,fl_knee,0.1456
720,27.8530,fl_knee,0.1456
721,27.8860,fl_knee,0.1455
722,27.9190,fl_knee,0.1455
723,27.9520,fl_knee,0.1455
724,27.9850,fl_knee,0.1454
725,28.0180,fl_knee,0.1454
726,28.0510,fl_knee,0.1454
727,28.0840,fl_knee,0.1453
728,28.1170,fl_knee,0.1453
729,28.1500,fl_knee,0.1453
730,28.1830,fl_knee,0.1453
731,28.2160,fl_knee,0.1452
732,28.2490,fl_knee,0.1452
733,28.2820,fl_knee,0.1452
734,28.3150,fl_knee,0.1451
735,28.3480,fl_knee,0.1451
736,28.3810,fl_knee,0.1451
737,28.4140,fl_knee,0.1450
738,28.4470,fl_knee,0.1450
739,28.4800,fl_knee,0.1450
740,28.5130,fl_knee,0.1450
741,28.5460,fl_knee,0.1449
742,28.5790,fl_knee,0.1449
743,28.6120,fl_knee,0.1449
744,28.6450,fl_knee,0.1444
745,28.6780,fl_knee,0.1448
746,28.7110,fl_knee,0.1436
747,28.7440,fl_knee,0.1433
748,28.7770,fl_knee,0.1431
749,28.8100,fl_knee,0.1431
750,28.8430,fl_knee,0.1430
751,28.8760,fl_knee,0.1429
752,28.9090,fl_knee,0.1429
753,28.9420,fl_knee,0.1429
754,28.9750,fl_knee,0.1429
755,29.0080,fl_knee,0.1429
756,29.0410,fl_knee,0.1429
757,29.0740,fl_knee,0.1430
758,29.1070,fl_knee,0.1430
759,29.1400,fl_knee,0.1430
760,29.1730,fl_knee,0.1431
761,29.2060,fl_knee,0.1431
762,29.2390,fl_knee,0.1432
763,29.2720,fl_knee,0.1432
764,29.3050,fl_knee,0.1433
