Time_Step,Time_s,FR_hip_torque,FR_knee_torque,FR_foot_torque,BR_hip_torque,BR_knee_torque,BR_foot_torque,BL_hip_torque,BL_knee_torque,BL_foot_torque,FL_hip_torque,FL_knee_torque,FL_foot_torque
0,0.0,0.261638572804335,0.6723070188158371,0.8132989991715306,0.14651891014125543,0.7158960368914044,0.8051747338085964,0.23142041704656682,0.6639478585049363,0.815539374445399,0.1552378461515005,0.7320434792761571,0.816413777322568
1,0.02,0.2617276854915166,0.6723636629992586,0.813412443556875,0.14662987498368218,0.715965537956742,0.8051778980930361,0.23144446325431112,0.6639436493605254,0.8155352743005966,0.15511634570781369,0.7321096265786304,0.816413083558394
2,0.04,0.2618165011416217,0.6724207914992484,0.8135265472189304,0.14674068881043023,0.7160353666020269,0.8051810872676294,0.23146867061578646,0.663939479430803,0.8155311491941528,0.15499422464165652,0.7321762137399146,0.8164123797103492
3,0.06,0.2619051257292291,0.6724782049532642,0.8136411195102424,0.14685141689064068,0.7161054020723522,0.8051842829789216,0.2314929709206829,0.6639353018651382,0.8155270250602805,0.15487163280384614,0.7322430988596054,0.8164116896531114
4,0.08,0.2619937278897461,0.6725356558051752,0.8137559091510844,0.1469621404656985,0.716175514023182,0.8051874755229184,0.231517279259073,0.6639310402396592,0.8155229103453223,0.15474877859819758,0.7323100942820807,0.8164110191181768
5,0.1,0.2620824141065817,0.6725930042924105,0.8138707543177011,0.14707290550401056,0.7162456275666692,0.8051906636197004,0.23154154759021042,0.6639266523032874,0.8155188015997118,0.15462580641889684,0.7323770824155458,0.8164103623164772
6,0.12,0.26217108970033626,0.6726502444955003,0.8139856884479938,0.14718371393529622,0.7163157322255369,0.8051938506306061,0.23156577323087063,0.6639221166057934,0.8155146936019508,0.15450249059344237,0.7324440320554688,0.8164097105103533
7,0.14,0.2622598988865066,0.6727074495711579,0.8141007097165703,0.14729454169902992,0.7163858566955439,0.8051970397591011,0.23158998051812646,0.6639174518411053,0.8155105814372375,0.1543791846840726,0.7325109955265577,0.8164090583970035
8,0.16,0.2623489778151696,0.672764554250486,0.8142156038648662,0.147405410903218,0.7164560070271491,0.8052002283242266,0.23161414812729558,0.663912768236546,0.8155064660199439,0.15425624912624228,0.7325779952212189,0.8164084091012349
9,0.18,0.2624380715828772,0.6728216347413388,0.8143305494418216,0.14751629634133223,0.7165261951982863,0.8052034205012504,0.2316383019276424,0.6639080340796927,0.8155023442625058,0.1541331865045918,0.7326450072682835,0.8164077593619756
10,0.2,0.2625271453168083,0.6728787321522294,0.8144455909872789,0.14762718430018124,0.7165964081393582,0.80520661599364,0.23166245591330425,0.6639032414462924,0.8154982169314577,0.1540099687713729,0.7327120469907507,0.8164071093031061
11,0.22,0.2626645178705783,0.6729292242837244,0.8145211188225191,0.14773673219626746,0.7166641582970251,0.8052102643703449,0.23169358329472353,0.6639049351949734,0.8154941140332372,0.1539911273460229,0.7327771530849116,0.8164061432828065
12,0.242,0.32138314938481116,0.919024888929351,0.813189693931524,0.43687825234605443,0.2914057262517587,0.7900721268570985,0.3418989010775367,0.8447866957663538,0.810534318304752,0.1751592961024819,0.35479081106682175,0.37621337844084113
13,0.26,0.32138314938481116,0.919024888929351,0.813189693931524,0.43687825234605443,0.2914057262517587,0.7900721268570985,0.3418989010775367,0.8447866957663538,0.810534318304752,0.1751592961024819,0.35479081106682175,0.37621337844084113
14,0.28,0.4373435283278148,0.819635641266842,0.8081838633668885,0.4357073451441647,0.535711632143177,0.7860681390400851,0.18350388901951012,0.9013853018055256,0.8260303214558135,0.1552453183785049,0.4572663110758316,0.4960094065594182
15,0.3,0.60533495091341,0.7300545723738671,0.803250423279254,0.37034510580013213,0.522530626379539,0.785911755622391,0.05999992199535997,0.8277213004317028,0.829061690070908,0.1945385078079105,0.3308461763136008,0.8500645818757534
16,0.32,0.6825125573190594,0.6962940266877541,0.8038949334219071,0.2815554459934826,0.5140025596691903,0.6013600379489326,0.0015278229124285375,0.782914154624696,0.827834699988183,0.17970043874571548,0.6339218622061816,0.8377576935759572
17,0.34,0.8535984746092984,0.7296265384903186,0.8062407981954699,0.2882770910217976,0.5262079933302449,0.6250939724504027,0.015936421611355833,0.7704456980337065,0.8230781925749904,0.2313310494755979,0.6377042000397902,0.8109619193776155
18,0.36,0.6274499571536334,0.6125484469523961,0.8204919046366425,0.3018462328722823,0.6045168452083041,0.10335127573863295,0.10217154849925876,0.6298247815537699,0.8244339712206822,0.21163283287973347,0.7354756501749757,0.8015182883456127
19,0.38,0.4874855536243028,0.6740830524356366,0.8196362138058847,0.6454831030662966,0.42684068768227923,0.849428365376235,0.2562403756327529,0.6097879323922654,0.8162500460258041,0.11806458927829974,0.5875085937117096,0.685947153702352
20,0.4,0.4857658134657549,0.7009154646898945,0.819758427900293,0.632931000242497,0.48960949714298085,0.8394914150634846,0.2918875927172785,0.6948100817118606,0.8032653937997645,0.09235687432595938,0.5947660852708431,0.6564760805467471
21,0.42,0.5390889149527794,0.715551961682191,0.8202172383008483,0.5876587171884018,0.5135512706318159,0.8210470351395434,0.23602326261233228,0.7186756862824492,0.8030816475109369,0.14174642487024522,0.6318635665006638,0.6991314887713389
22,0.44,0.9493005532227988,0.6003088434253294,0.805527668153205,0.9144393331688204,0.892763525428972,0.858150524444629,0.25865986591191237,0.6541157098435515,0.7975352855964017,0.151607230042267,0.907419912592673,0.7831341506657401
23,0.46,0.883535769673883,0.5068586184809586,0.8012866533635353,0.9122960315720726,0.8854635569806931,0.8638288654297944,0.3171372367161106,0.48373733962597765,0.791918166756478,0.15498746274244446,0.9488527557352312,0.8212462810359401
24,0.48,0.697873493863886,0.5870651383943077,0.7921127691252648,0.911550317118397,0.7160477559784654,0.8569422392094943,0.17413555452585494,0.5394702461658919,0.5391467238291958,0.19736147696308937,0.8219993523822379,0.847685407291891
25,0.5,0.5959788573090169,0.6701573537472894,0.793979293342099,0.8079959977822353,0.5515244971698694,0.8422575558884877,0.06352346053552227,0.5503998157008364,0.5580741332261749,0.1400294981036343,0.6539920934657928,0.8494121655721165
26,0.52,0.7729163374171921,0.6083141767827588,0.813092195544513,0.7923673961677825,0.5784792120735557,0.8274838220707691,0.09411309606428764,0.43690657120689486,0.8298055902412962,0.13718704139161425,0.6213517959907949,0.842933819989316
27,0.54,0.9290105328844139,0.6312732433231184,0.8093332678011811,0.8588610184666706,0.732345788672191,0.8147139588954224,0.12617262283400446,0.700055854111672,0.8212249932074842,0.2898405051582056,0.7212677461717986,0.8351931278627428
28,0.56,0.9265876748444051,0.6751374341738036,0.8127556014526549,0.9153123948194528,0.7874904956888937,0.8188850734587262,0.14867273658533198,0.7364993992004063,0.8341199586852798,0.2643875573046604,0.7715032104457836,0.822316807829121
29,0.58,0.8837698984757418,0.6837310903860115,0.8161311979497897,0.9435770562002849,0.7791722704417319,0.8326401982836602,0.17790346278715258,0.7172763143149726,0.8342120494919029,0.24665000838744688,0.7840417944306647,0.8223263795720684
30,0.6,0.8528544018169828,0.6748348161066918,0.8286466502090801,0.942388829802258,0.7521251239206457,0.834336863658657,0.2085713078470693,0.6869759873133188,0.8325370258443541,0.23769122274648172,0.7760297331224993,0.8229027818927441
31,0.62,0.8358390733928475,0.6672205167579977,0.8293678427417966,0.9411227387752401,0.751373950505681,0.8334641839793198,0.21749846684801372,0.6801928197507496,0.8211349092864609,0.24547305929543778,0.7741511867925988,0.8243925978338753
32,0.64,0.505487490383909,0.38727087338925703,0.39687742267623805,0.956972395240602,0.807295069948679,0.811517680469768,0.24844794285149557,0.3927944730708605,0.7840658334058181,0.32367292203510195,0.9598099714520664,0.8324358530609693
33,0.66,0.2365987995496196,0.2924343241330777,0.32342186410438867,0.9271540517030963,0.849769158116195,0.8172248802817759,0.4699974842509506,0.30613871752897637,0.7709149328598621,0.22801587925227057,0.9480566204614476,0.8523220351549639
34,0.68,0.33169794853333495,0.44686859662928086,0.4919040289877269,0.6365564234082324,0.8354395883051042,0.8361098709089468,0.1866033778114127,0.5421402610557983,0.6219840459778258,0.24876168970344562,0.8040183241723265,0.8561539808547992
35,0.7,0.5388910901343968,0.5030479199844528,0.8184461802173849,0.39337964878182297,0.7810651023154208,0.8356404626998237,0.24587927800135348,0.40922141837130455,0.8143569552748425,0.28688966397950194,0.7376815870297602,0.8510481635641757
36,0.72,0.6963097048724876,0.5316186999081093,0.8259190525544702,0.36252716396762025,0.8635369035118098,0.8215962814691559,0.167972103132633,0.49691250965221345,0.8229608297300197,0.34725673108830546,0.7967502429649361,0.8410203562352644
37,0.74,0.6432769437422023,0.43884306958976577,0.8252970374442794,0.4149976242478463,0.9536131226529072,0.8085907005567707,0.6707097825983914,0.43728029212980724,0.8505634514071279,0.7869010545832258,0.9116140201726881,0.8378640399528889
38,0.76,0.6256423423999893,0.43223949442227233,0.7998440987660301,0.4876142060732052,0.9493910064082,0.8138200195499707,0.6432837252400556,0.4067855262650232,0.8515031854109945,0.7367179634130685,0.9183727500396994,0.8442181794643373
39,0.78,0.6286455855503806,0.41616359349797777,0.6761838074814441,0.5215415671005934,0.9451278709798118,0.8188137797395166,0.5708343663996166,0.36766693887546,0.7896868806439407,0.6617930422455383,0.8916832162740639,0.8454406053852147
40,0.8,0.5850532218938425,0.3434669988382289,0.6011578990943405,0.5333860368980933,0.9163354018805657,0.8255613677015159,0.6428426385439313,0.36415956534195654,0.8428641390609233,0.6193753924475381,0.8907668549362482,0.8420776807157236
41,0.82,0.584745503482611,0.34480801805634015,0.5826279043472117,0.5018050827934871,0.9078916505589204,0.8288308663371265,0.6294508259797859,0.35647690705043533,0.8367569917580228,0.6244759222909994,0.8762972744131776,0.8380822987233092
42,0.84,0.5769645328741032,0.6124776508917144,0.5997495230608687,0.5286232362352701,0.7637573404715479,0.8246783747833497,0.9119424968958016,0.6952634537484905,0.8717062738061041,0.9548603658414136,0.6745515711129297,0.830703170917537
43,0.86,0.5176084475677077,0.6895193532051754,0.590112492670913,0.6151376211500286,0.5428544852782179,0.8260066159432348,0.9138253617382209,0.7864900013156709,0.870548446938302,0.9524748443146731,0.582749845665157,0.8307899750943216
