Time_Step,Time_s,FR_hip_effort,FR_knee_effort,FR_foot_effort,BR_hip_effort,BR_knee_effort,BR_foot_effort,BL_hip_effort,BL_knee_effort,BL_foot_effort,FL_hip_effort,FL_knee_effort,FL_foot_effort
0,0.0,-0.2579443809707625,-0.6636259563876848,2.9874555608050617,0.14306006691229042,-0.7077158391869901,2.357714556002313,-0.23791737777274496,0.6551500616273782,-2.8724478597658925,0.1595097375424941,0.7235667742216552,-2.4330921643511685
1,0.02,-0.25804422031686564,-0.6636846817537061,2.9885585271995,0.14317766426856285,-0.707790949947714,2.3585967748781655,-0.23794127007566837,0.6551434821779502,-2.8737753789904654,0.15957147070835292,0.7236363074102076,-2.4342581029133954
2,0.04,-0.25813930540839636,-0.6637466669926009,2.989716641913907,0.14328957203870568,-0.7078627058924551,2.35943708946368,-0.23796525630972884,0.6551368918781357,-2.8751027219068908,0.15963026419962442,0.7237028463993667,-2.435368185790447
3,0.06,-0.2582343904999273,-0.6638057598399026,2.99081960830881,0.14340147088364222,-0.7079345489331275,2.3602774017573154,-0.2379892554089358,0.6551302190182742,-2.8764300993447214,0.15968905769087785,0.7237695104663187,-2.436478184627714
4,0.08,-0.25832947559145847,-0.6638647624545154,2.991922574703959,0.1435134075862766,-0.7080064017022688,2.361117648787126,-0.23801321834630587,0.6551234205184555,-2.877757638604906,0.15974785118210777,0.7238361786480613,-2.4375882500966024
5,0.1,-0.2584245606829898,-0.6639236603967363,2.9930255410993403,0.1436253868550738,-0.7080782493620483,2.3619578274833803,-0.23803713956393172,0.6551164732628243,-2.879085393274037,0.15980664467331948,0.7239028133882038,-2.43869841140496
6,0.12,-0.2585196457745214,-0.6639825217380376,2.9941285074949544,0.14373738656708016,-0.7081501174364878,2.3627979727732695,-0.23806104141853535,0.6551093920578006,-2.880413361940986,0.1598654381645074,0.7239694610292607,-2.4398086033627777
7,0.14,-0.25861473086605324,-0.6640412830903512,2.995231473890791,0.1438494273779675,-0.7082220112778161,2.363638035466516,-0.2380849038371278,0.6551022853569242,-2.881741517261266,0.1599242316556771,0.724036145054343,-2.4409188496977365
8,0.16,-0.2587050617030086,-0.6640970797125125,2.9962792919670656,0.14395588282327865,-0.7082903461089178,2.3644360592849663,-0.23810875092301645,0.6550951261832186,-2.8830033811741798,0.15998008547226802,0.7240995069650642,-2.4419736078057697
9,0.18,-0.25880014679453256,-0.6641558264605756,2.9973822583633707,0.14406794510296303,-0.7083623030276675,2.3652760833776,-0.2381325969014156,0.6550882692162568,-2.8843317475696404,0.160041818637951,0.7241695676850055,-2.443139385750691
10,0.2,-0.2588952318860675,-0.6642091389284484,2.998485224759824,0.1441789431185622,-0.7084321941712861,2.366123809285479,-0.2381630019247028,0.6550869299587533,-2.885723059952237,0.16009307334926362,0.7242315643526687,-2.444190883001408
11,0.22,-0.41688314448234814,-0.8538712100440929,3.1498113981621243,0.2166524646104776,0.2478789452996516,3.4150041453380995,-0.3648158007420915,0.7746960052154934,-2.420621749199724,0.2303522323101186,0.5266386541097234,-1.9142813578672913
12,0.242,-0.3364876070694985,-0.8993275902395564,3.130392701272749,0.4586282139917712,-0.25706264971852255,3.361119665492997,-0.3221773509266074,0.8309757788811516,-2.477246808485008,0.18220798369844848,0.348510794702907,-1.3398349920617165
13,0.26,-0.43082503252563675,-0.8181499363706392,3.0640470425008575,0.4450974637730057,-0.48944863190010246,3.0348278527324943,-0.1966279847533164,0.8824348693715177,-2.5169116008973993,0.16390237436951358,0.4383811080760744,-0.869645140530604
14,0.28,-0.5933336888874188,-0.7307587060602287,2.9790652531941584,0.38227520471497023,-0.5002448420793244,2.6957056006362503,-0.07481440692503094,0.8236825029728227,-2.626671301957736,0.1901859664318376,0.3295117274544043,-1.3412455856390841
