Time_Step,Time_s,FR_hip_effort,FR_knee_effort,FR_foot_effort,BR_hip_effort,BR_knee_effort,BR_foot_effort,BL_hip_effort,BL_knee_effort,BL_foot_effort,FL_hip_effort,FL_knee_effort,FL_foot_effort
0,0.0,-0.3018158991511091,-0.6239938853981503,2.7294418789853387,0.15630375827019213,-0.688744758728709,1.9375970900270214,-0.2033112495999313,0.7469629590823222,-2.2904703690744026,0.12672189302140985,0.7928316742305336,-2.0438746708176803
1,0.02,-0.3019307456797819,-0.6241751140639461,2.7311678355875677,0.15622734143305297,-0.6887343770095266,1.9383348539030842,-0.20306356539053727,0.7463649208390795,-2.2913425980439777,0.127225682631623,0.7931358175753549,-2.0446477322682393
2,0.04,-0.3020450325690522,-0.6236144581395311,2.7328034336131974,0.15624524196598674,-0.6889746210590811,1.9390726177870468,-0.20308652837352192,0.7464081755104167,-2.2922148270107816,0.1273666672046329,0.793045143922259,-2.045616104502419
3,0.06,-0.3021598788732993,-0.6232762816644153,2.7341567723766462,0.1562958054586979,-0.689277005836334,1.9398103816684629,-0.2031872492320437,0.7466589041715521,-2.29308705598056,0.12739988847694259,0.7933594449231378,-2.046360343718955
4,0.08,-0.30227472517756004,-0.6228579509424599,2.73564837272202,0.15632588810229103,-0.6895481791391138,1.9405481455513174,-0.20324421266101966,0.7467847360896497,-2.2939592849507884,0.12749573732443292,0.793591743261565,-2.047148487971847
5,0.1,-0.3023948480269275,-0.622325515412291,2.7370961160161458,0.15638013575980492,-0.6898124063857334,1.941287243744481,-0.20333761002072698,0.7470628887826003,-2.294831513931432,0.12752691976994576,0.7939041480142013,-2.0479140286633504
6,0.12,-0.3025309667243292,-0.6217811453525106,2.738568688374177,0.15641738504177508,-0.6900522304722203,1.9420250081418076,-0.20342118874362022,0.7473009205819046,-2.2957037429144767,0.12756801427984998,0.7942283635482349,-2.0486925432535776
7,0.14,-0.3026684357515375,-0.6212911196296549,2.7400402684707803,0.15643994251540141,-0.690326424184392,1.94276277255212,-0.2035097820221292,0.7474567895216427,-2.296588918288288,0.1276165646063913,0.7945200673503356,-2.0494710578461914
8,0.16,-0.30277099439591587,-0.6210610611704778,2.741330566143449,0.1565110391204396,-0.6905906456583611,1.9435005369626157,-0.20358317621643318,0.7472706146815606,-2.29772401069899,0.1276651149328731,0.794788250602872,-2.0502495724390637
9,0.18,-0.30289767388672445,-0.6207511616230293,2.7426876647846954,0.1565504720993566,-0.6908547565245987,1.9442383013665072,-0.20366390911768395,0.7471744248466894,-2.298771415126563,0.12771366095028075,0.7950770071538101,-2.05102808703159
10,0.2,-0.3030663007939585,-0.6205506352478116,2.7440589528028405,0.15652683587731675,-0.6911178038974899,1.9449760657818986,-0.20373942104289486,0.7470049377764902,-2.2997639758080415,0.12778692161799585,0.7953967886163804,-2.0518066016341217
11,0.22,-0.5161101753855815,-0.8006655185623328,2.8712041911200923,0.4511043024388899,0.2417283600290001,3.2062633806304346,-0.31299566297742853,0.7807752516177274,-1.9082931525666398,0.10840132981189513,0.5190249201113901,-1.2793872946619589
12,0.24,-0.5755392883933307,-0.7625012435864349,2.863353755376524,0.4987636983706186,-0.27820533730536495,2.904483728357938,-0.22770962874628434,0.883230560942377,-1.8603934507582927,0.0709698948126958,0.3351767875761216,-0.7569559006520448
13,0.26,-0.7387208375473931,-0.6114736726639021,2.853991957068739,0.29048255709024645,-0.4886496966718632,2.2052611680904115,-0.04655236944568178,0.8974615163118461,-1.9306933430576796,0.07195219262967735,0.41427419474827665,-0.7048284368217765
14,0.28,-0.7627627238124277,-0.5868818866547205,2.8165810346702393,0.2597441662093852,-0.38645591665018997,1.6832009103989574,0.04118916619895144,0.8232734953447025,-2.0631632161417377,0.13953838030349863,0.6120647509221881,-0.9362307321958638
15,0.3,-0.681047700319786,-0.6184755330096416,2.793126453465427,0.35975986710293506,-0.34251814524559565,1.6045091508895277,-0.016454137474133823,0.7164068636536794,-2.142291501529075,0.11400510088168157,0.6650019319957589,-0.7885457324963663
16,0.32,-0.8723419803027671,-0.6004555709793287,2.824723615310678,0.3464669142636124,-0.48639449570406523,1.2303971644805982,-0.053427837487123764,0.7713642167944719,-1.8814160169330982,0.12708654730691818,0.6962033286472427,-0.7592958858095649
17,0.34,-0.7140678175538787,-0.493429423414083,2.9088784977818314,0.3414358277823225,-0.3190767835686518,0.7876960707379479,-0.1367738919198252,0.6308427000276764,-2.035908934582636,0.08551428443405057,0.67851537040169,-0.5595503399808591
18,0.36,-0.6778180426492066,-0.5349276261594296,2.875603634087918,0.6272424383347803,-0.3846163852367479,1.5786546632549014,-0.22786873639086688,0.6567195007065729,-2.0249970166470557,0.012035498019592777,0.5709422267664488,-0.53644192863685
19,0.38,-0.7147914585929195,-0.5534504439361605,2.8745326824060107,0.5960611967047413,-0.42121606376187637,1.5152337903067006,-0.18907690900495128,0.6972869938418252,-1.9876705058356512,0.04120876533398028,0.6032859347971832,-0.5709757368389029
20,0.4,-0.7663756862653736,-0.5621963521369874,2.877572532568543,0.5571873505526069,-0.43995991890140157,1.4244921993646464,-0.12557308182502894,0.718202121973049,-1.9627703584134208,0.08749842937399738,0.6322986755862349,-0.6377694490837935
21,0.42,-0.9006849184684302,-0.6348894942745543,2.351817641616219,1.1640548451719726,-1.408201481243832,1.0248284750738903,-0.17968172904512492,0.6758725325268822,-1.6230967743028442,0.05535587672238501,0.8978339929628748,-0.7710418719657202
22,0.44,-0.46152975031627874,-0.6076433671327547,1.7424649267739944,0.8421849275232507,-0.8858514419483188,1.3741818942854669,-0.2134147282854298,0.7184584641099517,-1.293570673050807,0.08003218850174174,0.8081329838802624,-0.9692898996841606
23,0.46,-0.3217349101662955,-0.5710257255480568,1.220200293594687,0.5018372347550805,-0.4519829053747111,1.6838024911726202,-0.12489920694385481,0.7371254800668007,-0.8970829568453764,0.2014588062731427,0.7040563104892827,-1.209985223790874
24,0.48,-0.6596290370076789,-0.44523198639400197,1.834111315151046,0.3588862742307567,-0.5653607261069421,1.6260537067262522,-0.024043110337692214,0.6939270064687976,-0.7765886094785105,0.3477295007780413,0.5785629825589986,-1.3728631702670817
25,0.5,-0.5912442063036104,-0.5264343726882642,1.7323323310932888,0.4479484408953062,-0.6505128317665384,1.4799847489424065,0.037209663913178766,0.7609217648690911,-0.8465859679616571,0.36168960385425647,0.7195592463479222,-1.300837637159105
26,0.52,-0.7314542810666959,-0.5470770744822707,1.63046817291419,0.6020314131677003,-0.7124329732937197,1.413081888471756,-0.06445684603577553,0.8282810801799536,-1.0083597703461349,0.4160132231091119,0.77848649127906,-1.3430988201984202
27,0.54,-0.6461822264102524,-0.5612150992940493,1.4736375637521635,0.7243356072176211,-0.6994811601255622,1.4038285425594268,-0.15291989002477585,0.7895226405730134,-1.2100108459666703,0.27331779276375034,0.8183879601591564,-1.2917981043159403
28,0.56,-0.5959101322867999,-0.5640678617683892,1.3713639107389015,0.7979705296592567,-0.6748448286392503,1.3668604865347633,-0.19630487722396875,0.7338407369576438,-1.3344597659103594,0.1826292696515016,0.8259941695337035,-1.2902120162055188
29,0.58,-0.5926328665831272,-0.5603546499732431,1.327689036568884,0.8082417352488795,-0.6751765194840113,1.3432796961914393,-0.1853546590862733,0.7263701146772747,-1.3670585305227436,0.17757328349480128,0.8261544512905916,-1.311827497487559
30,0.6,-0.6265619157814184,-0.5666384140212793,1.3486831227560763,0.7720635433110664,-0.6763783097833115,1.3340259957619058,-0.1599114262790003,0.7357732305119258,-1.322170083068733,0.21019281866295594,0.8231373632238683,-1.3371258396064565
31,0.62,-0.45302100212895435,-0.22375777280198056,0.644564038278296,0.8719700053161382,-0.7115108661892,0.9218734676003715,-0.30164379818728193,-0.1934891470219472,-2.453661780417057,0.36668697498428676,1.0161933993063696,-1.4743651420754167
32,0.64,-0.31879005207457645,-0.11171022001142575,0.5172548093603917,0.7269338732593421,-0.8205169218513308,0.8685711218521335,-0.2436263116344729,0.27433416438257974,-1.7731186078295522,0.3207337945641934,0.9591743171174684,-1.585365440318973
33,0.66,-0.446856255747299,-0.20156175597711218,0.5494029746143276,0.5509390373767694,-0.8259186770244887,0.912454281019013,-0.10953126142034073,0.3656664343136554,-1.2769914207810578,0.29882200444506535,0.8749976843517832,-1.713356811535377
34,0.68,-0.5035169621881639,-0.2738395791862568,0.5925638791490787,0.5489646149219625,-0.780274063859891,0.9625809718093362,-0.1463761125925983,0.40236840649331435,-0.7284206597103118,0.3562421202088295,0.832537006539128,-1.695029848919984
35,0.7,-0.4796350022608874,-0.24843363793051593,0.6489449075224122,0.5564596373488736,-0.761561231362643,1.0088801423335019,-0.17731390572394237,0.31334183680390343,-0.9866315794839704,0.3721638073614952,0.8620184885484161,-1.6321272681720527
36,0.72,-0.5392023294234133,-0.23613539696776803,0.7198669445587701,0.45828523741419225,-0.7819832437171276,0.9107999659179252,-0.4356484736275662,0.33408357571991726,-0.9746995866245787,0.6723481201499313,0.8838641693498713,-1.6286535567811184
37,0.74,-0.4873300810019202,-0.24893881898462455,0.7018758111985781,0.5035999668264055,-0.7990557102454934,0.9229911871260302,-0.6631971414632508,0.3309838261808907,-1.1052790228461966,0.6405511281410932,0.9319436981459295,-1.56356234179602
